id,document_name,link,findspot,scribe,palmprint,chronology,museum_inventory_number,signs,words
1,KN Nc 4470[+]5109,https://liber.cnr.it/tablet/view/1,(L) Arsenal,133,,LM III A2,Herakleion M. 1600 [+] 1604,4,1
3,KN Nc 4474+frr.(3),https://liber.cnr.it/tablet/view/3,(L) Arsenal,133,,LM III A2,Herakleion M. 1458,6,3
4,KN Nc 4475,https://liber.cnr.it/tablet/view/4,(L) Arsenal,133?,,LM III A2,Herakleion M.,2,1
5,KN Nc 4479,https://liber.cnr.it/tablet/view/5,(L) Arsenal,133,,LM III A2,Herakleion M. 1451,5,4
6,KN Nc 4480+8252,https://liber.cnr.it/tablet/view/6,(L) Arsenal,133,,LM III A2,Herakleion M. 1467,4,2
9,KN Nc 4484[+]4488+fr.,https://liber.cnr.it/tablet/view/9,(L) Arsenal,133,,LM III A2,Herakleion M. 1471 [+] 1567,13,5
10,KN Nc 4485,https://liber.cnr.it/tablet/view/10,(L) Arsenal,133,,LM III A2,Herakleion M. 1585,3,1
11,KN Nc 4489+8185+8188+fr.,https://liber.cnr.it/tablet/view/11,(L) Arsenal,133,,LM III A2,Herakleion M. 1576 + 1580 + 1587,6,2
12,KN Nc 4490+5099,https://liber.cnr.it/tablet/view/12,(L) Arsenal,133,,LM III A2,Herakleion M. 1473 + 1562,5,3
4800,PY Ea 304[+]1023,https://liber.cnr.it/tablet/view/4800,"Room 8 (8.1289 –98, 2300)",43,,LH III B2,National Archaeological M. Athens 23490,18,8
4801,PY Ea 305,https://liber.cnr.it/tablet/view/4801,"Room 8 (8.1259 –89, 23)",43/—,Mikros,LH III B2,National Archaeological M. Athens 23491,23,9
4802,PY Ea 309,https://liber.cnr.it/tablet/view/4802,Room 8 (8.1299),43,,LH III B2,National Archaeological M. Athens 23493,4,3
4803,PY Ea 325+fr.,https://liber.cnr.it/tablet/view/4803,Room 8 (8.22),43,,LH III B2,National Archaeological M. Athens 23506,6,3
4804,PY Ea 336[+]1042,https://liber.cnr.it/tablet/view/4804,Room 8 (8.2258 –78),43,Energetikos,LH III B2,National Archaeological M. Athens 23514,19,8
4805,PY Ea 421,https://liber.cnr.it/tablet/view/4805,"Room 8 (8.1281 –82, 2182)",43,Energetikos,LH III B2,National Archaeological M. Athens 23571,22,10
4806,PY Ea 439+frr.,https://liber.cnr.it/tablet/view/4806,Room 8 (8.2274 –95),43,,LH III B2,National Archaeological M. Athens 23583,17,8
4807,PY Ea 460,https://liber.cnr.it/tablet/view/4807,Room 8 (8.1431),43,,LH III B2,National Archaeological M. Athens 23591,15,7
4808,PY Ea 480,https://liber.cnr.it/tablet/view/4808,Room 8 (8.2200),43,Energetikos,LH III B2,National Archaeological M. Athens 23602,26,10
4809,PY Ea 481,https://liber.cnr.it/tablet/view/4809,Room 8 (8.2109),43,,LH III B2,National Archaeological M. Athens 23603,36,16
4810,PY Ea 754,https://liber.cnr.it/tablet/view/4810,X1 (X1.84),43,,LH III B2,National Archaeological M. Athens 23796,20,9
4811,PY Ea 756,https://liber.cnr.it/tablet/view/4811,Room 7 (7.54),X1 (X1.84),43,,LH III B2,National Archaeological M. Athens 23797,18,7
4812,PY Ea 757+819+FR.,https://liber.cnr.it/tablet/view/4812,"Room 7 (7.54, 64)","X1 (X1, 55)",43,Energetikos,LH III B2,National Archaeological M. Athens 23798,22,9
4813,PY Ea 771,https://liber.cnr.it/tablet/view/4813,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23812,19,8
4814,PY Ea 773[+]fr.,https://liber.cnr.it/tablet/view/4814,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23814,15,7
4815,PY Ea 776,https://liber.cnr.it/tablet/view/4815,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23817,19,8
4816,PY Ea 778,https://liber.cnr.it/tablet/view/4816,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23818,16,8
4817,PY Ea 780,https://liber.cnr.it/tablet/view/4817,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23820,10,4
4818,PY Ea 781,https://liber.cnr.it/tablet/view/4818,"Room 7 (7.54, 64)",43,,LH III B2,National Archaeological M. Athens 23821,18,9
4819,PY Ea 782,https://liber.cnr.it/tablet/view/4819,Room 7 (7.54),43,Energetikos (?),LH III B2,National Archaeological M. Athens 23822,29,11
4820,PY Ea 799,https://liber.cnr.it/tablet/view/4820,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23839,18,8
4821,PY Ea 800,https://liber.cnr.it/tablet/view/4821,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23840,20,8
4822,PY Ea 801,https://liber.cnr.it/tablet/view/4822,Room 7 (7.54),43,Mikros,LH III B2,National Archaeological M. Athens 23841,22,9
4823,PY Ea 802,https://liber.cnr.it/tablet/view/4823,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23842,23,9
4824,PY Ea 803,https://liber.cnr.it/tablet/view/4824,Room 7 (7.54),43,Energetikos,LH III B2,National Archaeological M. Athens 23843,12,8
4825,PY Ea 805,https://liber.cnr.it/tablet/view/4825,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23845,15,5
4826,PY Ea 806,https://liber.cnr.it/tablet/view/4826,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 12591,20,9
4827,PY Ea 808,https://liber.cnr.it/tablet/view/4827,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23847,18,8
4828,PY Ea 809+988[+]1483,https://liber.cnr.it/tablet/view/4828,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23848,29,10
4829,PY Ea 810,https://liber.cnr.it/tablet/view/4829,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23849,8,5
4830,PY Ea 811,https://liber.cnr.it/tablet/view/4830,Room 7 (7.54),43,Energetikos,LH III B2,National Archaeological M. Athens 23850,11,6
4831,PY Ea 812,https://liber.cnr.it/tablet/view/4831,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23851,18,8
4832,PY Ea 813,https://liber.cnr.it/tablet/view/4832,Room 7 (7.54),43,Energetikos,LH III B2,National Archaeological M. Athens 23852,20,9
4833,PY Ea 814,https://liber.cnr.it/tablet/view/4833,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23853,23,10
4834,PY Ea 816,https://liber.cnr.it/tablet/view/4834,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23855,16,8
4835,PY Ea 817,https://liber.cnr.it/tablet/view/4835,Room 7 (7.54),43,Energetikos,LH III B2,National Archaeological M. Athens 23856,20,10
4836,PY Ea 820,https://liber.cnr.it/tablet/view/4836,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23858,24,9
4837,PY Ea 821,https://liber.cnr.it/tablet/view/4837,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23859,18,9
4838,PY Ea 822,https://liber.cnr.it/tablet/view/4838,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23860,22,9
4839,PY Ea 823,https://liber.cnr.it/tablet/view/4839,Room 7 (7.54),43,Mikros,LH III B2,National Archaeological M. Athens 23861,16,6
4840,PY Ea 824,https://liber.cnr.it/tablet/view/4840,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23862,16,9
4841,PY Ea 825,https://liber.cnr.it/tablet/view/4841,Room 7 (7.54),43,Energetikos,LH III B2,National Archaeological M. Athens 23863,19,9
4842,PY Ea 827,https://liber.cnr.it/tablet/view/4842,Room 7 (7.54),43,,LH III B2,National Archaeological M. Athens 23864,12,6
4843,PY Ea 882,https://liber.cnr.it/tablet/view/4843,Room 2 (2.26),43,,LH III B2,National Archaeological M. Athens 23905,10,4
4844,PY Ea 922,https://liber.cnr.it/tablet/view/4844,Room 7 (7.54),"Room 8 (8.1272 –82, 2182)",43,Anonymos I,LH III B2,National Archaeological M. Athens 23926,18,7
4845,PY Ea 936,https://liber.cnr.it/tablet/view/4845,Room 7 (7.54),,Energetikos,LH III B2,National Archaeological M. Athens,5,5
4846,PY Ea 1000,https://liber.cnr.it/tablet/view/4846,Room 8 (8.3270B),43,,LH III B2,National Archaeological M. Athens 23971,3,3
4847,PY Ea 1406,https://liber.cnr.it/tablet/view/4847,SW Area VIIISW,43,,LH III B2,National Archaeological M. Athens 24236,5,3
4848,PY Ea 1424[+]1438,https://liber.cnr.it/tablet/view/4848,SW Area 31,SW Area 33,43,,LH III B2,National Archaeological M. Athens 24219,23,8
4849,PY Eb 149[+]940,https://liber.cnr.it/tablet/view/4849,X1 (X1.45),X2 (X2.35),41,Energetikos,LH III B2,National Archaeological M. Athens 23413,34,12
4850,PY Eb 152,https://liber.cnr.it/tablet/view/4850,"X2 (X2.25, 35)",41,,LH III B2,National Archaeological M. Athens 23414,14,6
4851,PY Eb 156[+]157,https://liber.cnr.it/tablet/view/4851,"X2 (X2.25, 35)",41,,LH III B2,National Archaeological M. Athens 23416,56,22
4852,PY Eb 159[+]1351,https://liber.cnr.it/tablet/view/4852,"X2 (X2, 35)",41,Energetikos,LH III B2,National Archaeological M. Athens 23418,29,11
4853,PY Eb 169,https://liber.cnr.it/tablet/view/4853,X2 (X2.25),41,,LH III B2,National Archaeological M. Athens 23421,34,14
4854,PY Eb 173,https://liber.cnr.it/tablet/view/4854,X2 (X2.25),41,,LH III B2,National Archaeological M. Athens 23423,52,23
4855,PY Eb 177[+]1010,https://liber.cnr.it/tablet/view/4855,"X2 (X2.25, 35)",41,,LH III B2,National Archaeological M. Athens 23425,26,11
4856,PY Eb 294,https://liber.cnr.it/tablet/view/4856,Room 8 (8.1277 –88),41,Energetikos,LH III B2,National Archaeological M. Athens 23482,28,11
4857,PY Eb 297,https://liber.cnr.it/tablet/view/4857,Room 8 (8.2208),41,,LH III B2,National Archaeological M. Athens 12562,48,17
4858,PY Eb 321+1156+frr.[+]327[+]1153+fr.,https://liber.cnr.it/tablet/view/4858,Room 8 (8.22 –17),41,,LH III B2,National Archaeological M. Athens 23503,34,13
4859,PY Eb 338+fr.,https://liber.cnr.it/tablet/view/4859,Room 8 (8.3207),41,,LH III B2,National Archaeological M. Athens 23516,42,14
4860,PY Eb 339[+]409,https://liber.cnr.it/tablet/view/4860,"Room 8 (8.2296, 3207)",41,,LH III B2,National Archaeological M. Athens 23517,33,13
4861,PY Eb 347[+]1354,https://liber.cnr.it/tablet/view/4861,Room 8 (8.2314 –33),X2,41,,LH III B2,National Archaeological M. Athens 23524,31,13
4862,PY Eb 364+366+fr.,https://liber.cnr.it/tablet/view/4862,"Room 8 (8.12, 2342 –43 –45 –64)",41,Energetikos,LH III B2,National Archaeological M. Athens 23534,25,9
4863,PY Eb 369,https://liber.cnr.it/tablet/view/4863,Room 8 (8.2345 –54 –64),41,,LH III B2,National Archaeological M. Athens 23537,34,13
4864,PY Eb 377,https://liber.cnr.it/tablet/view/4864,"Room 8 (8.2365, 2423)",41,,LH III B2,National Archaeological M. Athens 23541,26,10
4865,PY Eb 416,https://liber.cnr.it/tablet/view/4865,Room 8 (8.2255),41,Energetikos,LH III B2,National Archaeological M. Athens 23567,32,14
4866,PY Eb 464,https://liber.cnr.it/tablet/view/4866,Room 8 (8.1434),41,,LH III B2,National Archaeological M. Athens 23593,36,15
4867,PY Eb 472,https://liber.cnr.it/tablet/view/4867,Room 8 (8.1261 –72 –81),41,,LH III B2,National Archaeological M. Athens 23598,29,12
4868,PY Eb 473,https://liber.cnr.it/tablet/view/4868,Room 8 (8.1271 –81),41,,LH III B2,National Archaeological M. Athens 23599,29,11
4869,PY Eb 477,https://liber.cnr.it/tablet/view/4869,"Room 8 (8.1291, 2273)",41,Anonymos I,LH III B2,National Archaeological M. Athens 23600,32,12
4870,PY Eb 495+833+FR.,https://liber.cnr.it/tablet/view/4870,"Room 8 (8.1368, 1430 –81)",X1 (X1.45),X2,41,,LH III B2,National Archaeological M. Athens 23612,39,15
4871,PY Eb 496[+]1034,https://liber.cnr.it/tablet/view/4871,Room 8 (8.2309 –28 –73),41,Energetikos,LH III B2,National Archaeological M. Athens 23613,27,10
4873,PY Eb 498+1468,https://liber.cnr.it/tablet/view/4873,"Room 8 (8.2328 –29, 2411 –21)",41,Energetikos,LH III B2,National Archaeological M. Athens 23614,30,13
4874,PY Eb 499+1083,https://liber.cnr.it/tablet/view/4874,Room 8 (8.2421 –23),41,,LH III B2,National Archaeological M. Athens 23615,14,7
4875,PY Eb 501,https://liber.cnr.it/tablet/view/4875,Room 8 (8.2421),41,,LH III B2,National Archaeological M. Athens 23616,27,10
4876,PY Eb 502,https://liber.cnr.it/tablet/view/4876,Room 2 (2.2600),Room 8 (8.2328 –29),41,,LH III B2,National Archaeological M. Athens 23617,26,10
4877,PY Eb 534,https://liber.cnr.it/tablet/view/4877,Room 8 (8.2329),X2 (X2.34),41,,LH III B2,National Archaeological M. Athens,8,5
4878,PY Eb 566,https://liber.cnr.it/tablet/view/4878,"Room 8 (8.2286, 3368)",41,,LH III B2,National Archaeological M. Athens 23655,24,8
4879,PY Eb 636,https://liber.cnr.it/tablet/view/4879,"Room 5 in the light red brick fill (Palaima 1988, p. 137-138, fig. 13:15)","in the light red brick fill (Palaima 1988, p. 137-138, fig. 13:15)",41,,LH III B2,National Archaeological M. Athens 23704,13,5
4880,PY Eb 747,https://liber.cnr.it/tablet/view/4880,Room 7 (7.6245 –65),41,,LH III B2,National Archaeological M. Athens 23789,33,13
4881,PY Eb 818,https://liber.cnr.it/tablet/view/4881,Room 7 (7.54),"Room 8 (8.2328, 2441)",X2,41,,LH III B2,National Archaeological M. Athens 23857,19,9
4882,PY Eb 835[+]838,https://liber.cnr.it/tablet/view/4882,"X1 (X1.45, 55)",41,,LH III B2,National Archaeological M. Athens 23871,36,14
4883,PY Eb 839,https://liber.cnr.it/tablet/view/4883,X1 (X1.45),41,,LH III B2,National Archaeological M. Athens 23873,28,11
4884,PY Eb 842,https://liber.cnr.it/tablet/view/4884,Room 8 (8.2356),"X1 (X1.45, 55)",41,Energetikos,LH III B2,National Archaeological M. Athens 23876,31,13
4885,PY Eb 846,https://liber.cnr.it/tablet/view/4885,"Room 8 (8.2329 –34 –70, 3317)",X1 (X1.45),41,,LH III B2,National Archaeological M. Athens 23879,37,16
4886,PY Eb 858,https://liber.cnr.it/tablet/view/4886,X2 (X2.34),41,,LH III B2,National Archaeological M. Athens 23888,28,12
4887,PY Eb 859,https://liber.cnr.it/tablet/view/4887,,41,,LH III B2,National Archaeological M. Athens 23889,15,7
4888,PY Eb 861+frr.(3),https://liber.cnr.it/tablet/view/4888,,41,,LH III B2,National Archaeological M. Athens 23891,8,3
4889,PY Eb 862+1181,https://liber.cnr.it/tablet/view/4889,X,"X2 (X2.24, 25, 35)",41,Energetikos,LH III B2,National Archaeological M. Athens 23892,30,12
4890,PY Eb 866,https://liber.cnr.it/tablet/view/4890,Room 2 (2.2651 –53 –73),41,,LH III B2,National Archaeological M. Athens 23895,29,12
4891,PY Eb 871+FR.,https://liber.cnr.it/tablet/view/4891,Room 2 (2.2675),X2,41,,LH III B2,National Archaeological M. Athens 23897,21,8
4892,PY Eb 872+frr.,https://liber.cnr.it/tablet/view/4892,Room 2 (2.2665),Room 8 (8.2208),41,,LH III B2,National Archaeological M. Athens 23898,7,3
4893,PY Eb 874[+]902,https://liber.cnr.it/tablet/view/4893,Room 2 (2.2635),41,Energetikos,LH III B2,National Archaeological M. Athens 23900,33,13
4894,PY Eb 877,https://liber.cnr.it/tablet/view/4894,Room 2 (2.2622),41,,LH III B2,National Archaeological M. Athens 23901,18,9
4895,PY Eb 884+frr.(3)[+]981,https://liber.cnr.it/tablet/view/4895,Room 2 (2.2647),X,41,,LH III B2,National Archaeological M. Athens 23906,18,8
4896,PY Eb 885+977+992+FR.[+]fr.,https://liber.cnr.it/tablet/view/4896,Room 2 (2.1607),Room 8 (8.1377),X,X2,41,,LH III B2,National Archaeological M. Athens 23907,31,12
4897,PY Eb 886,https://liber.cnr.it/tablet/view/4897,Room 2 (2.0687),41,,LH III B2,National Archaeological M. Athens 23908,13,6
4898,PY Eb 890[+]898[+]933,https://liber.cnr.it/tablet/view/4898,X0 (X0.91),41,,LH III B2,National Archaeological M. Athens 23911,29,12
4899,PY Eb 892,https://liber.cnr.it/tablet/view/4899,Room 8 (8.2422),X2 (X2.35),41,,LH III B2,National Archaeological M. Athens,30,11
4900,PY Eb 893[+]897,https://liber.cnr.it/tablet/view/4900,X,41,Energetikos,LH III B2,National Archaeological M. Athens 23913,25,10
4901,PY Eb 895[+]906,https://liber.cnr.it/tablet/view/4901,Room 8 (8.2423),41,,LH III B2,National Archaeological M. Athens 23915,27,10
4902,PY Eb 900,https://liber.cnr.it/tablet/view/4902,,41,,LH III B2,National Archaeological M. Athens 23917,34,14
4903,PY Eb 903+950+frr.(3)[+]963,https://liber.cnr.it/tablet/view/4903,Earth E of Wine Magazine approximate findspot,approximate findspot,Room 7 (7.64),Room 8 (8.3341),X,41,,LH III B2,National Archaeological M. Athens 23919,29,11
4904,PY Eb 905[+]909,https://liber.cnr.it/tablet/view/4904,,41,,LH III B2,National Archaeological M. Athens 23920,33,14
4905,PY Eb 913[+]935,https://liber.cnr.it/tablet/view/4905,Room 7 (7.54),41,,LH III B2,National Archaeological M. Athens 23922,24,12
4906,PY Eb 915+fr.[+]1348+1349,https://liber.cnr.it/tablet/view/4906,"X2 (X2, 35)",41,,LH III B2,National Archaeological M. Athens 23923,35,14
4907,PY Eb 916[+]1344,https://liber.cnr.it/tablet/view/4907,"X2 (X2, 15)",41,,LH III B2,National Archaeological M. Athens 23924,18,9
4908,PY Eb 934+fr.,https://liber.cnr.it/tablet/view/4908,,41,,LH III B2,National Archaeological M. Athens 23935,3,3
4909,PY Eb 954,https://liber.cnr.it/tablet/view/4909,,41,,LH III B2,National Archaeological M. Athens 23942,5,5
4910,PY Eb 957,https://liber.cnr.it/tablet/view/4910,Room 2 (2.2675),41,,LH III B2,National Archaeological M. Athens 23944,6,2
4911,PY Eb 964[+]1346,https://liber.cnr.it/tablet/view/4911,Room 2 (2.17),X2,41,,LH III B2,National Archaeological M. Athens 23949,8,3
4912,PY Eb 976,https://liber.cnr.it/tablet/view/4912,,41,,LH III B2,National Archaeological M. Athens 23956,35,14
4913,PY Eb 985,https://liber.cnr.it/tablet/view/4913,,41,,LH III B2,National Archaeological M. Athens 23962,6,3
4914,PY Eb 993+1047,https://liber.cnr.it/tablet/view/4914,Room 8 (8.2314),41,,LH III B2,National Archaeological M. Athens 23968,8,3
4915,PY Eb 1082,https://liber.cnr.it/tablet/view/4915,,41,,LH III B2,National Archaeological M. Athens 23992,2,2
4916,PY Eb 1174,https://liber.cnr.it/tablet/view/4916,Room 2 (2.38),41,,LH III B2,National Archaeological M. Athens 24027,34,14
4917,PY Eb 1176,https://liber.cnr.it/tablet/view/4917,X,X1,41,,LH III B2,National Archaeological M. Athens 24029,40,15
4918,PY Eb 1186,https://liber.cnr.it/tablet/view/4918,X1,41,Energetikos,LH III B2,National Archaeological M. Athens 24037,37,14
4919,PY Eb 1187,https://liber.cnr.it/tablet/view/4919,X1,41,,LH III B2,National Archaeological M. Athens 24038,33,12
4920,PY Eb 1188,https://liber.cnr.it/tablet/view/4920,X1,41,Energetikos,LH III B2,National Archaeological M. Athens 24039,37,14
4921,PY Eb 1345+fr.[+]1350,https://liber.cnr.it/tablet/view/4921,X2,41,,LH III B2,National Archaeological M. Athens 24164,36,14
4922,PY Eb 1347+fr.,https://liber.cnr.it/tablet/view/4922,X2,41,,LH III B2,National Archaeological M. Athens 24165,22,9
4923,PY Eb 1352+1353+fr.,https://liber.cnr.it/tablet/view/4923,X2,41,,LH III B2,National Archaeological M. Athens 24166,14,5
4924,PY Eb 1425,https://liber.cnr.it/tablet/view/4924,SW Area 31,41,,LH III B2,National Archaeological M. Athens 24220,8,3
4925,PY Eb 1440,https://liber.cnr.it/tablet/view/4925,,41,,LH III B2,National Archaeological M. Athens 24230,24,8
4926,PY Ed 236,https://liber.cnr.it/tablet/view/4926,Room 8 (8.1357 –67 –68 –77),1,,LH III B2,National Archaeological M. Athens 23454,32,14
4927,PY Ed 317,https://liber.cnr.it/tablet/view/4927,"Room 8 (8.2209, 2300)",1,,LH III B2,National Archaeological M. Athens 23499,34,12
4928,PY Ed 411+frr.(3),https://liber.cnr.it/tablet/view/4928,Room 8 (8.2266 –76 –86),1/41,,LH III B2,National Archaeological M. Athens 23564,26,12
4929,PY Ed 847,https://liber.cnr.it/tablet/view/4929,"X1 (X1, 45)",1,,LH III B2,National Archaeological M. Athens 23880,30,14
4930,PY Ed 901+fr.,https://liber.cnr.it/tablet/view/4930,Room 8 (8.2373),1,,LH III B2,National Archaeological M. Athens 23918,30,12
4931,PY En 74+frr.,https://liber.cnr.it/tablet/view/4931,"Room 8 (8.1311B –48 –58, 1430 –40 –42 –43)",1,,LH III B2,National Archaeological M. Athens 12580,469,204
4932,PY En 467+frr.,https://liber.cnr.it/tablet/view/4932,Room 8 (8.4315),1,,LH III B2,National Archaeological M. Athens 23595,65,30
4933,PY En 609,https://liber.cnr.it/tablet/view/4933,Room 7 (7.4337 –47),1,,LH III B2,National Archaeological M. Athens 23685,355,152
4934,PY En 659,https://liber.cnr.it/tablet/view/4934,"Room 7 (7.5303 –13 –93, 54, 6351)",1,,LH III B2,National Archaeological M. Athens 12565,337,148
4935,PY Eo 160,https://liber.cnr.it/tablet/view/4935,Room 8 (8.1433),X2 (X2.35),41,,LH III B2,National Archaeological M. Athens 12560,96,39
4936,PY Eo 211+fr.,https://liber.cnr.it/tablet/view/4936,Room 8 (8.1353 –55 –66 –82 –85),41,,LH III B2,National Archaeological M. Athens 23445,110,48
4937,PY Eo 224,https://liber.cnr.it/tablet/view/4937,Room 8 (8.1375 –84),41,,LH III B2,National Archaeological M. Athens 23451,186,77
4938,PY Eo 247,https://liber.cnr.it/tablet/view/4938,Room 8 (8.1353 –62),41,,LH III B2,National Archaeological M. Athens 12571,178,72
4939,PY Eo 268,https://liber.cnr.it/tablet/view/4939,Room 8 (8.1367 –76),41,Energetikos,LH III B2,National Archaeological M. Athens 23470,10,6
4940,PY Eo 269,https://liber.cnr.it/tablet/view/4940,Room 8 (8.1367 –96),41,,LH III B2,National Archaeological M. Athens 23471,55,22
4941,PY Eo 276,https://liber.cnr.it/tablet/view/4941,Room 8 (8.1359 –67 –69 –77 –87 –88),41,,LH III B2,National Archaeological M. Athens 12570,179,77
4942,PY Eo 278,https://liber.cnr.it/tablet/view/4942,Room 8 (8.1359 –66 –67 –69),41,,LH III B2,National Archaeological M. Athens 23474,16,9
4943,PY Eo 281+FRR.,https://liber.cnr.it/tablet/view/4943,Room 8 (8.2306),X2,41,,LH III B2,National Archaeological M. Athens 23475,40,19
4944,PY Eo 351,https://liber.cnr.it/tablet/view/4944,Room 8 (8.2314),41,,LH III B2,National Archaeological M. Athens 23525,41,19
4945,PY Eo 371+fr.[+]1160,https://liber.cnr.it/tablet/view/4945,Room 8 (8.2307 –33 –44 –45 –55),41,,LH III B2,National Archaeological M. Athens 23538,24,9
4946,PY Eo 444+frr.,https://liber.cnr.it/tablet/view/4946,"Room 8 (8.1366 –68 –78 –88, 1460, 2306 –09)",41,,LH III B2,National Archaeological M. Athens 23588,127,52
4947,PY Eo 471[+]855,https://liber.cnr.it/tablet/view/4947,"X2 (X2.34, 35)",41,,LH III B2,National Archaeological M. Athens 23597,41,19
4948,PY Ep 212+1018+1162,https://liber.cnr.it/tablet/view/4948,Room 8 (8.1352 –53 –54 –55 –56 –66),1,,LH III B2,National Archaeological M. Athens 12600,331,144
4949,PY Ep 301,https://liber.cnr.it/tablet/view/4949,"Room 8 (8.1288 –89, 1380, 3460)",1,,LH III B2,National Archaeological M. Athens 23488,338,141
4950,PY Ep 539+1084+1095+frr.(3),https://liber.cnr.it/tablet/view/4950,"Room 8 (8.33 –16 –68, 3440 –50 –51)",1,,LH III B2,National Archaeological M. Athens 23636,420,167
4951,PY Ep 613+617+1117+1119+1121+1123+1134+1152+frr.(7)[+]1131,https://liber.cnr.it/tablet/view/4951,Room 7 (7.4355 –56 –57 –66),1,,LH III B2,National Archaeological M. Athens 23688,511,217
4953,PY Ep 704+619,https://liber.cnr.it/tablet/view/4953,"Room 7 (7.4355 –97, 5305)",1,,LH III B2,National Archaeological M. Athens 12579 ⊕ 23341,205,82
4954,PY Ep 705,https://liber.cnr.it/tablet/view/4954,"Room 7 (7.4357, 4484 –92, 7314)",X1 (X1.55),1,,LH III B2,National Archaeological M. Athens 23756,325,142
4955,PY Eq 36+1451+frr.(7)[+]887,https://liber.cnr.it/tablet/view/4955,Room 8 (8.2193B),X,1,,LH III B2,National Archaeological M. Athens 23356,98,43
4956,PY Eq 146+frr.(5),https://liber.cnr.it/tablet/view/4956,Room 8 (8.1106B),1,,LH III B2,National Archaeological M. Athens 23412,119,55
4957,PY Eq 213,https://liber.cnr.it/tablet/view/4957,Room 8 (8.1393),1,,LH III B2,National Archaeological M. Athens 12581,107,40
4958,PY Eq 1452,https://liber.cnr.it/tablet/view/4958,Room 8 (8.2193B),1,,LH III B2,National Archaeological M. Athens,2,2
4959,PY Er 312+fr.,https://liber.cnr.it/tablet/view/4959,Room 7 (7.4357),"Room 8 (8.1381 –91, 2322)",24,,LH III B2,National Archaeological M. Athens 23495,59,25
4960,PY Er 880+fr.,https://liber.cnr.it/tablet/view/4960,Room 2 (2.2615),"X2 (X2.24, 25, 35)",24,,LH III B2,National Archaeological M. Athens 23903,48,23
4961,PY Es 644,https://liber.cnr.it/tablet/view/4961,Room 7 (7.5267 –77),X1 (X1.83),1,,LH III B2,National Archaeological M. Athens 23710,218,89
4962,PY Es 645,https://liber.cnr.it/tablet/view/4962,Room 7 (7.5279),1,,LH III B2,National Archaeological M. Athens 23711,43,21
4963,PY Es 646,https://liber.cnr.it/tablet/view/4963,Room 7 (7.5247),1,,LH III B2,National Archaeological M. Athens 23712,52,28
4964,PY Es 647,https://liber.cnr.it/tablet/view/4964,"Room 7 (7.5258, 5342)",1,,LH III B2,National Archaeological M. Athens 12587,53,28
4965,PY Es 648+fr.,https://liber.cnr.it/tablet/view/4965,"Room 7 (7.5249, 5331)",1,,LH III B2,National Archaeological M. Athens 23713,44,21
4966,PY Es 649,https://liber.cnr.it/tablet/view/4966,"Room 7 (7.5257, 5370)",1,,LH III B2,National Archaeological M. Athens 23714,55,28
4967,PY Es 650+fr.,https://liber.cnr.it/tablet/view/4967,Room 7 (7.5248),11/—,,LH III B2,National Archaeological M. Athens 12588,207,100
4968,PY Es 651,https://liber.cnr.it/tablet/view/4968,"Room 7 (7.5297, 5350)",1,,LH III B2,National Archaeological M. Athens 23715,45,21
4969,PY Es 652[+]1453[+]frr.,https://liber.cnr.it/tablet/view/4969,"Room 7 (7.5277, 5362, 54, 6225)",X1 (X1.83),1,,LH III B2,National Archaeological M. Athens 23716,45,21
4970,PY Es 653,https://liber.cnr.it/tablet/view/4970,Room 7 (7.5226 –88),1,,LH III B2,National Archaeological M. Athens 23717,44,21
4971,PY Es 703,https://liber.cnr.it/tablet/view/4971,Room 7 (7.5257),1,,LH III B2,National Archaeological M. Athens 23755,45,21
4972,PY Es 726,https://liber.cnr.it/tablet/view/4972,Room 7 (7.5245),1,,LH III B2,National Archaeological M. Athens 23770,43,21
4973,PY Es 727,https://liber.cnr.it/tablet/view/4973,Room 7 (7.5217),1,,LH III B2,National Archaeological M. Athens 12593,43,21
4974,PY Es 728,https://liber.cnr.it/tablet/view/4974,Room 7 (7.5217),1,,LH III B2,National Archaeological M. Athens 23771,45,21
4975,PY Es 729,https://liber.cnr.it/tablet/view/4975,Room 7 (7.5237),1,,LH III B2,National Archaeological M. Athens 23772,45,21
