linear_b,word_type,part_of_speech,inflection,confidence,greek,reasoning
a-me-a,0,0,1,0.7,,The lexicon entry 'anthroponym KN Da: a-ke-e-to' suggests that 'a-me-a' could be an anthroponym. The ending '-a' suggests a thematic noun in -a.
a-me-ja,0,0,1,0.9,,"The lexicon entry states that 'a-me-ja' is an anthroponym. The word ends in '-a', which suggests it is a thematic noun in -a."
a-me-ja-si,0,0,1,0.9,,"The word 'a-me-ja-si' is identified in the lexicon as an anthroponym (person name). The ending '-si' is not a standard thematic -o or -a ending. However, given that it's a name and considering the plural dative ending '-ai' for thematic nouns in -a, and the fact that names can be in different cases, it's plausible that '-si' here represents a variant or a different case ending related to a thematic -a declension. Therefore, I classify it as a thematic noun in -a."
a-me-no,0,0,0,0.9,,"The word 'a-me-no' is identified as an anthroponym (person name) based on the lexicon entry. The lexicon provides cognates such as Ἄρμενος, Ἄσμενος, and Ἀμείνων. The ending '-no' suggests a thematic noun in -o."
a-mi-ja,0,0,1,0.95,,The word 'a-mi-ja' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ja' suggests a thematic noun in -a.
a-mi-ke-te-to,0,0,0,0.85,,"The lexicon entry indicates that 'a-mi-ke-te-to' is likely an anthroponym (person name). The word ends in '-to', which could be a thematic -o ending, suggesting a thematic noun in -o."
a-mi-nu-wa-ta,0,0,1,0.9,,"The word 'a-mi-nu-wa-ta' is classified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ta' suggests a thematic noun in -a. Therefore, it is classified as a noun with inflection class 1."
a-mi-si-ja,0,0,1,0.7,,"The lexicon entry suggests that 'a-mi-si-ja' is a probable defective spelling of 'a-mi-ni-si-ja'. Without knowing the meaning of 'a-mi-ni-si-ja', it's difficult to determine the word type. However, the ending '-ja' suggests a thematic noun in -a. Therefore, I classify it as a noun with thematic inflection in -a, but I am uncertain about the word type."
a-mi-to-no,0,0,0,0.9,,"The lexicon entry states that 'a-mi-to-no' is an anthroponym. The word ends in '-o', suggesting it is a thematic noun in -o."
a-mo-ke-re,0,0,2,0.85,,"The lexicon entry indicates that 'a-mo-ke-re' is likely an anthroponym, possibly related to a name ending in '-klewēs'. The ending '-re' doesn't directly correspond to a thematic -o or -a inflection. Given the uncertain reconstruction to -klewēs, and the lack of clear thematic ending, I classify it as athematic. The ancient greek cognate would be an athematic noun."
a-mo-te-wo,3,0,0,0.85,,"The word 'a-mo-te-wo' is identified as a common noun, likely referring to an occupation like 'wheelwright' or 'fitter'. The ending '-wo' suggests a thematic noun in -o."
a-na-ka,0,0,1,0.85,,"The lexicon entry indicates that 'a-na-ka' could be the dative of 'a-na-ka', which is an anthroponym. The ending '-a' suggests a thematic noun in -a, and the dative case is consistent with the lexicon entry. It could also be a spelling error for wa-na-ka-te, but without further context, I'm classifying it as the dative of a-na-ka."
a-na-ke-e,3,1,-1,0.8,,"The word 'a-na-ke-e' is interpreted as a verb based on the lexicon entry 'bring contribute' and the provided cognate ἀνάγω (anago). The ending '-e' is consistent with a verb form, specifically a 3rd person singular form. Therefore, the part of speech is verb, and inflection is not applicable for verbs."
a-na-ki-ti,0,0,2,0.95,,"The word 'a-na-ki-ti' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-ti' suggests an athematic inflection, as it doesn't fit the thematic -o or -a patterns. The lexicon confirms it's a personal name, so it's classified as an athematic noun."
a-na-qo-ta,0,0,1,0.9,,"The lexicon identifies 'a-na-qo-ta' as an anthroponym (person name). The word ends in '-a', suggesting a thematic noun in -a."
a-na-re-u,0,0,2,0.9,,"The word 'a-na-re-u' is identified as an anthroponym based on the lexicon entry. The ending '-u' suggests an athematic inflection, similar to 'agreus' and 'khalkeus'. Therefore, it's classified as an athematic noun."
a-na-te-u,0,0,2,0.9,,"The word 'a-na-te-u' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-u' suggests an athematic inflection, similar to examples like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
a-na-*82,0,0,2,0.9,,"The word 'a-na-*82' is identified as an anthroponym (person name) based on the lexicon entry. Since the ending is not a clear thematic -o or -a, and there is no clear cognate to help, I will classify it as athematic. The syllabogram *82 does not correspond to any of the thematic suffixes, so it is more likely to be athematic."
a-ne-u-da,0,0,1,0.9,,The lexicon entry states that 'a-ne-u-da' is an anthroponym (person name). The ending '-a' suggests that it is a thematic noun in -a.
a-ne-ta-de,0,-1,-1,0.2,,"The word 'a-ne-ta-de' ends with the suffix '-de', which can be an allative/demonstrative suffix. Removing this suffix, we are left with 'a-ne-ta'. Without further context or cognates, it is impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
a-ne-te-wa,0,0,1,0.9,,"The lexicon entry identifies 'a-ne-te-wa' as an anthroponym. The word ends in '-wa', which corresponds to the '-a' suffix in the declension table, indicating a thematic noun in -a."
a-ne-ha,0,0,1,0.9,,"The lexicon entry identifies 'a-ne-ha' as an anthroponym. The word ends in '-a', suggesting a thematic noun in -a."
a-no-ke-wa,0,0,1,0.7,,The word 'a-no-ke-wa' is likely an anthroponym (person name) based on the lexicon entry suggesting it's an occupational term or title. The ending '-wa' suggests a thematic noun in -a. It is likely a personal name or title.
a-no-ke-we,0,0,0,0.9,,"The word 'a-no-ke-we' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-we' suggests a thematic noun in -o (the -e is likely a syllabic writing convention). The lexicon entry also mentions 'a-no-ze-we' as a related form, further supporting its classification as an anthroponym."
a-no-qa-si-ja,3,0,1,0.7,,"The word 'a-no-qa-si-ja' is defined as 'reason for allotment of land'. It appears to be a common noun. The ending '-ja' suggests a thematic noun in -a. The word is not an anthroponym, animal name, theonym, toponym, or ethnonym."
a-no-qo-ta,0,0,0,0.95,,"The word 'a-no-qo-ta' is identified as an anthroponym (person name) based on the lexicon entries. It is likely a thematic noun in -o, as suggested by the ending and the comparison to 'Ἀνδρειφόντης'. The lexicon entries explicitly state it is an anthroponym."
a-no-ra-ta,0,0,1,0.9,,"The lexicon entry identifies 'a-no-ra-ta' as an anthroponym. The word ends in '-a', suggesting it is a thematic noun in -a."
a-no-ta,0,0,1,0.95,,The word 'a-no-ta' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ta' suggests a thematic noun in -a.
a-no-ze-we,0,0,0,0.9,,"The word 'a-no-ze-we' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-we' suggests a thematic noun in -o (the -e is the syllabic representation of the vowel -o). Therefore, it is classified as a thematic noun in -o."
a-no-zo-jo,0,0,0,0.9,,"The lexicon entry states that 'a-no-zo-jo' is the genitive of an anthroponym. The ending '-ojo' is characteristic of the genitive case for thematic nouns in -o. Therefore, it's an anthroponym (person name), a noun, and thematic in -o."
a-nu-mo,0,0,0,0.9,,"The lexicon entry for 'a-nu-mo' in Chadwick & Ventris (1973) identifies it as an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
a-nu-no,1,0,0,0.95,,"The lexicon entry states that 'a-nu-no' is a toponym (place name). The word ends in '-o', which is a characteristic ending for thematic nouns in -o."
a-nu-wa,1,0,1,0.95,,"The lexicon entry identifies 'a-nu-wa' as a toponym. The word ends in '-a', suggesting it is a thematic noun in -a."
a-nu-wa-to,0,0,0,0.9,,The word 'a-nu-wa-to' is identified in the lexicon as an anthroponym (person name). The ending '-to' suggests a thematic noun in -o.
a-nu-wi-ko,0,0,0,0.9,,"The lexicon entry identifies 'a-nu-wi-ko' as an anthroponym (person name). The word ends in '-o', suggesting a thematic noun in -o."
a-pa-i-ti-jo,0,0,0,0.95,,"The word 'a-pa-i-ti-jo' is identified as 'Hephaistos', the god of fire. Therefore, it is a theonym (deity name). The word ends in '-jo', which can be considered a variant of '-o' due to the syllabic nature of Linear B, indicating a thematic noun in -o."
a-pa-u-ro,0,0,0,0.9,,"The lexicon entry identifies 'a-pa-u-ro' as an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
a-pa-ni-jo,0,0,0,0.9,,"The word 'a-pa-ni-jo' is identified in the lexicon as an anthroponym (person name). The ending '-jo' suggests a thematic noun in -o. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-pa-ri-ka-na-we-ja,1,0,1,0.95,,"The lexicon entry states that 'a-pa-ri-ka-na-we-ja' is a toponym (place name). The word ends in '-a', suggesting a thematic noun in -a."
a-pa-si-jo-jo,0,0,0,0.95,,"The word 'a-pa-si-jo-jo' is identified as an anthroponym (person name) in the genitive case according to Chadwick & Ventris. The ending '-ojo' corresponds to the genitive singular of thematic nouns in -o. Therefore, it's a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
a-pe-e-si,3,1,-1,0.95,,"The word 'a-pe-e-si' is identified as a verb. The lexicon entry states 'they are absent' and provides the cognate ἄπειμι (apeimi). The ending '-si' is a strong indicator of a 3rd person plural verb form in Linear B, as indicated in the verb declension rules. Therefore, it's classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
a-pe-i-ja,0,0,1,0.95,,"The lexicon entry states that 'a-pe-i-ja' is an anthroponym (person name). The word ends in '-a', which suggests a thematic inflection in -a, similar to first declension nouns in Ancient Greek. Therefore, it's classified as a noun with thematic inflection in -a."
a-pe-i-si,3,1,-1,0.9,,"The word 'a-pe-i-si' is identified as a possible verbal form, meaning 'will be deducted'. The ending '-si' is a strong indicator of a 3rd person plural verb form in Mycenaean Greek. Therefore, it's classified as a common word (5), a verb (1), and inflection is not applicable (-1) for verbs."
a-pe-ke-e,1,0,1,0.9,,"The lexicon entry 'a-ke-re-wa toponym a-si-ja-ti-ja toponym ro-u-so toponym etc.' indicates that 'a-pe-ke-e' is likely a toponym (place name). The word ends in '-e', which could be related to the thematic inflection in -a (since Linear B is syllabic, the -e could represent a vowel following a consonant, thus fitting the -a pattern). Therefore, it's classified as a toponym (3), noun (0), and thematic in -a (1)."
a-pe-ne-wo,3,0,0,0.9,,"The word 'a-pe-ne-wo' translates to 'of animals used to draw carts'. This suggests it's a common noun, likely referring to a type of animal or a group of animals. The ending '-wo' suggests a thematic noun in -o."
a-pe-re,0,-1,-1,0.2,,"The meaning of 'a-pe-re' is obscure according to Chadwick & Ventris. Without a clear meaning or cognates, it's impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
a-pe-te-u,0,0,2,0.9,,"The word 'a-pe-te-u' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-u' suggests an athematic inflection, similar to 'agreus' and 'khalkeus'. Therefore, it's classified as an athematic noun."
a-pe-te-me-ne,3,2,1,0.9,,"The word 'a-pe-te-me-ne' is described as an adjective in the lexicon. The ending '-me-ne' suggests it's a participle form (verbal adjective), specifically a medium/passive participle, which are classified as adjectives. The '-ne' ending, preceded by '-me-', indicates a thematic inflection in -a, similar to the -μενη ending in ancient greek."
a-pi-e-ra,0,0,1,0.85,,"The lexicon entry suggests 'a-pi-e-ra' is likely a compound name related to 'Ἀμφι-hήρα', specifically a genitive or dative form of a female anthroponym. The ending '-a' suggests a thematic noun in -a, consistent with the genitive/dative singular form of first declension nouns."
a-pi-da-ta,0,0,1,0.95,,"The lexicon identifies 'a-pi-da-ta' as an anthroponym (person name). The word ends in '-a', suggesting a thematic noun in -a."
a-pi-do-ra,0,0,1,0.95,,"The word 'a-pi-do-ra' is identified as an anthroponym (person name) based on the lexicon entries provided, which suggest it's related to the Greek name Ἀμφιδώρα. The ending '-a' suggests it's a thematic noun in -a, likely in the nominative case."
a-pi-ja-re,0,0,1,0.7,,"The lexicon entry suggests 'a-pi-ja-re' is an anthroponym. The ending '-re' could correspond to a thematic inflection in -a, considering the syllabic nature of Linear B and the possibility of a preceding consonant. Therefore, I classify it as a noun (anthroponym), thematic in -a."
a-pi-ke-ne-a,1,0,1,0.85,,The word 'a-pi-ke-ne-a' is identified as a toponym based on the lexicon entry 'toponym? cf. Ἀμφιγένεια'. The ending '-a' suggests that it is a thematic noun in -a.
a-pi-re-jo,0,0,0,0.95,,The word 'a-pi-re-jo' is identified as an anthroponym (person name) based on the lexicon entry indicating it's a hypocoristic form of ἈμφίλαFος (Amphilaos) or related to Ἀμφιλειος. The ending '-jo' suggests a thematic noun in -o.
a-pi-re-we,0,-1,-1,0.3,,"The lexicon entries provide conflicting interpretations. Galiano suggests a possible haplology of 'a-pi-po-re-we', while Chadwick & Ventris propose it might be an article of armour. Aura Jorro questions if it's a nominative plural of a common noun or a dative of an anthroponym. Without further context or cognates, it's impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
a-pi-te,3,0,2,0.7,,"The word 'a-pi-te' is likely a common noun, possibly referring to an artifact as suggested by Chadwick & Ventris. The ending '-te' doesn't clearly align with thematic -o or -a declensions. Without further cognates or context, it's most plausible to classify it as athematic. The -te ending could be a part of the stem, or a suffix that is not thematic. It is not a verb because it does not end with -si or -e. It is not an adjective because there is no -me-no/-me-na suffix."
a-pi-te-ja,0,0,1,0.7,,"The lexicon entry suggests 'a-pi-te-ja' could be an anthroponym or toponym. The ending '-ja' suggests a thematic noun in -a. Given the lack of more specific context, I'm leaning towards anthroponym as a default, but with lower confidence. It could be a personal name ending in -a."
a-pi-te-wa,1,0,1,0.95,,"The lexicon entry identifies 'a-pi-te-wa' as a toponym. The word ends in '-wa', which corresponds to the thematic inflection in -a. Therefore, it's a toponym (place name), a noun, and has thematic inflection in -a."
a-pi-wa-to,0,0,0,0.95,,"The word 'a-pi-wa-to' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-to' suggests a thematic noun in -o. The lexicon entry also provides a possible cognate ἈμφίFαστος, which further supports the classification as an anthroponym."
a-po-te,0,0,0,0.9,,"The lexicon entry states that 'a-po-te' is likely an anthroponym (person name). The word ends in '-te', but this is not a suffix to ignore in this case. The ending '-te' is not a standard inflectional ending. However, given the information in the lexicon and the fact that it appears in contexts that suggest a personal name, I classify it as an anthroponym. Considering the ending '-te' as part of the stem, the word can be considered a thematic noun in -o, as it could be a shortened form of a name ending in -os. The lexicon mentions that it was formerly taken as an adverb 'apothen', but is now considered an anthroponym."
a-pu-da-se-we,3,2,0,0.75,,"The word 'a-pu-da-se-we' is interpreted as a possible 'distributor' based on the provided lexicon and cognates (δἀσσασθαι, δατέομαι). Given the ending '-we', it could be a participle form acting as an adjective. Participles are classified as adjectives. The ending '-we' suggests a thematic inflection in -o, as it could be a variant of -wo, which is a thematic suffix. It is difficult to be certain without more context, but this seems the most plausible classification."
a-pu-ki-si,0,-1,-1,0.3,,"The meaning of 'a-pu-ki-si' is obscure according to the provided lexicon. Without a clear meaning or cognates, it's impossible to confidently classify its word type, part of speech, or inflection. Therefore, all classifications are set to uncertain (-1)."
a-qa-ro,0,0,0,0.95,,"The lexicon entry states that 'a-qa-ro' is an anthroponym. The word ends in '-o', which is a typical ending for thematic nouns in -o. Therefore, it's classified as an anthroponym (word_type=0), a noun (part_of_speech=0), and thematic in -o (inflection=0)."
a-qi-ja-i,3,0,1,0.7,,"The word 'a-qi-ja-i' is likely a common noun. Chadwick & Ventris suggest it might be a scribal error for 'i-qi-ja-i', which relates to chariots. The ending '-i' suggests a dative plural form, and the word likely belongs to the thematic declension in -a, given the potential relationship to chariot-related terms which often follow this declension."
a-qi-ra,0,0,1,0.9,,The lexicon entry 'anthroponym?' suggests that 'a-qi-ra' is likely an anthroponym (person name). The ending '-a' suggests a thematic noun in -a.
a-qi-ro,0,0,0,0.95,,"The word 'a-qi-ro' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym'. The word ends in '-o', indicating that it is a thematic noun in -o."
a-qi-ru,0,0,0,0.95,,"The word 'a-qi-ru' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ru' suggests a thematic noun in -o, as it could be a variant of the -os ending. Therefore, it is classified as a noun with thematic inflection in -o."
a-qi-ta,0,-1,-1,0.3,,"The meaning of 'a-qi-ta' is obscure according to Chadwick & Ventris. Without a clear meaning or cognates, it's impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
a-qi-ti-ta,0,0,1,0.95,,"The word 'a-qi-ti-ta' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-ta' suggests a thematic noun in -a, aligning with the first declension pattern. Therefore, it's classified as a noun (part_of_speech = 0) with inflection class 1."
a-qi-zo-we,0,0,0,0.9,,"The lexicon entry identifies 'a-qi-zo-we' as an anthroponym (person name). The ending '-we' could be related to a thematic declension in -o, considering the syllabic nature of Linear B and the possibility of a consonant preceding the vowel. Therefore, it's classified as a thematic noun in -o."
a-ra-i-jo,0,0,0,0.9,,"The lexicon entry identifies 'a-ra-i-jo' as an anthroponym (person name). The word ends in '-o', suggesting it is a thematic noun in -o."
a-ra-da-jo,0,0,0,0.95,,"The word 'a-ra-da-jo' is classified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-jo' suggests a thematic noun in -o. Therefore, word_type is 0, part_of_speech is 0, and inflection is 0."
a-ra-ka-jo,0,0,0,0.9,,The word 'a-ra-ka-jo' is identified as an anthroponym based on the lexicon entry. The ending '-jo' suggests a thematic noun in -o. It is likely a personal name.
a-ra-ko,0,0,0,0.95,,"The lexicon entry states that 'a-ra-ko' is an anthroponym. The word ends in '-o', which is a common thematic ending for nouns, indicating thematic inflection in -o."
a-ra-na-ro,0,0,0,0.95,,The word 'a-ra-na-ro' is classified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ro' suggests a thematic noun in -o.
a-ra-si-jo,0,0,0,0.9,,"The lexicon entry identifies 'a-ra-si-jo' as an anthroponym. The word ends in '-o', which is a typical ending for thematic nouns in -o. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and with thematic inflection in -o (inflection = 0)."
a-re-i-me-ne,0,0,1,0.9,,"The word 'a-re-i-me-ne' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-ne' suggests a thematic inflection in -a, as it could be a variant of -na, which is a common ending for female names. Therefore, it is classified as a noun with thematic inflection in -a."
a-re-i-ze-we-i,0,0,2,0.9,,"The word 'a-re-i-ze-we-i' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-i' suggests a dative form, and given that it's a name, it's likely an athematic noun. The dative singular for athematic nouns can end in -e or -i."
a-re-u-ke,0,0,2,0.7,,"The lexicon entry suggests 'a-re-u-ke' is an anthroponym. The ending '-ke' doesn't directly correspond to any thematic -o or -a noun endings. It is more likely to be an athematic noun. Therefore, I classify it as an anthroponym (word_type=0), a noun (part_of_speech=0), and athematic (inflection=2)."
a-re-ka-sa-da-ra-qe,0,0,1,0.9,,"The word is 'a-re-ka-sa-da-ra-qe'. Removing the suffix '-qe', we have 'a-re-ka-sa-da-ra'. The lexicon entry identifies it as an anthroponym related to Ἀλέξανδρος (Alexandros). The ending '-ra' suggests a thematic noun in -a."
a-re-ki-si-to,0,0,0,0.95,,"The word 'a-re-ki-si-to' is identified as an anthroponym (person name) in the lexicon. The lexicon also indicates that it is a genitive form. The ending '-to' suggests a thematic noun in -o, which is consistent with the genitive singular form of thematic nouns. Therefore, it is classified as a noun with thematic inflection in -o."
a-re-pe-se-u,0,0,2,0.85,,"The word 'a-re-pe-se-u' likely corresponds to a personal name. The ending '-u' suggests an athematic noun inflection. There is no clear thematic ending (-o or -a). Therefore, it is classified as an anthroponym (person name), a noun, with athematic inflection."
a-re-sa-ni-e,0,-1,-1,0.2,,"The meaning of 'a-re-sa-ni-e' is obscure according to Chadwick & Ventris. Without a clear meaning or cognates, it's impossible to confidently classify the word type, part of speech, or inflection. Therefore, all classifications are uncertain."
a-re-se-si,3,0,2,0.9,,"The word 'a-re-se-si' is identified as a common noun meaning 'object made of red leather' in the dative plural. The ending '-si' indicates a dative plural form, and given the lexicon entry, it is likely an athematic noun. The dative plural -si is a characteristic of athematic nouns."
a-re-su-ti-jo,0,0,0,0.9,,"The lexicon entry identifies 'a-re-su-ti-jo' as an anthroponym (person name). The ending '-jo' suggests a thematic inflection in -o, possibly a genitive form. Therefore, it's classified as a noun with thematic inflection in -o."
a-re-ta-to,3,0,0,0.9,,"The word 'a-re-ta-to' is described as 'part of a chariot'. The ending '-to' suggests a thematic noun in -o. Therefore, it is classified as a common noun with thematic inflection in -o."
a-re-ta-wo,0,0,0,0.95,,"The word 'a-re-ta-wo' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym cf. Ἀρετάων'. The ending '-wo' suggests a thematic noun in -o, aligning with the ancient Greek cognate Ἀρετάων."
a-re-te-re-u,0,0,2,0.85,,"The word 'a-re-te-re-u' is identified as an anthroponym based on Chadwick & Ventris' lexicon entry. The ending '-u' suggests an athematic inflection, similar to 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus). Therefore, it's classified as an athematic noun."
a-re-to-to,0,0,0,0.95,,"The word 'a-re-to-to' is identified as an anthroponym (person name) in the genitive case, based on Chadwick & Ventris' lexicon entry. The reference to Ἀρέθων/Ἀρέτων confirms this. The ending '-to' suggests a thematic noun in -o, specifically the genitive singular form. The thematic inflection is consistent with the ancient greek cognate."
a-re-wo,0,0,0,0.95,,The word 'a-re-wo' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o.
a-re-tya,0,0,1,0.9,,"The lexicon entry 'anthroponym cf. Ἀρητίας' indicates that 'a-re-tya' is an anthroponym (person name). The word ends in '-a', suggesting a thematic noun in -a."
a-ri-ja-to,0,0,0,0.85,,"The lexicon entry suggests 'a-ri-ja-to' is an anthroponym. The ending '-to' suggests a thematic noun in -o. Therefore, it's classified as an anthroponym (word_type = 0), noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-ri-ja-wo,0,0,0,0.85,,"The word 'a-ri-ja-wo' is likely an anthroponym (person name). The ending '-wo' suggests a thematic noun in -o. It could be related to names starting with 'Ari-' in later Greek. Therefore, it is classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-ri-ke-u,0,0,2,0.9,,"The word 'a-ri-ke-u' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-u' suggests an athematic inflection, similar to 'ka-ke-u' (khalkeus) and 'a-ke-re-u' (agreus)."
a-ri-ko,0,0,0,0.95,,"The lexicon entry 'anthroponym KN Da' indicates that 'a-ri-ko' is an anthroponym (person name). The word ends in '-o', suggesting it is a thematic noun in -o."
a-ri-qo,1,0,0,0.8,,"The lexicon entry suggests 'a-ri-qo' is a toponym. The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it's classified as a toponym (place name), a noun, and thematic in -o."
a-ri-we-we,0,0,0,0.7,,"The lexicon entry suggests 'a-ri-we-we' might be an anthroponym. The ending '-we-we' could be a reduplicated form, possibly related to a name. Given the uncertainty and lack of a clear cognate, I classify it as an anthroponym with thematic inflection in -o, assuming the reduplication doesn't alter the basic inflectional pattern. The lexicon entry also mentions 'a-ka-i-jo', which is an ethnonym, but the primary suggestion is anthroponym."
a-ro-a,3,2,1,0.7,,"The lexicon entry 'better perfect' suggests a description or quality. The ending '-a' suggests a thematic adjective in -a. It could be a participle, which is classified as an adjective. Without further context, it's difficult to be certain, but classifying it as a common adjective with thematic inflection in -a seems most appropriate."
a-ro-do-ro-o,0,0,0,0.9,,"The lexicon entry suggests 'a-ro-do-ro-o' is likely a theonym or related to a shrine. The ending '-o' suggests a thematic noun in -o, fitting the pattern of many deity names. Therefore, it is classified as a theonym (word_type = 2), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-ro-ja,0,0,1,0.8,,"The lexicon entry suggests 'a-ro-ja' might be an anthroponym in the dative case. The ending '-a' suggests a thematic noun in -a, which is consistent with the dative singular form for nouns of this type. Therefore, I classify it as an anthroponym (word_type=0), a noun (part_of_speech=0), and thematic in -a (inflection=1)."
a-ro-je-u,0,0,2,0.9,,"The word 'a-ro-je-u' is identified as an anthroponym based on the lexicon entry 'Ἀλωεύς' (Aloeus). The ending '-u' suggests an athematic inflection, similar to other anthroponyms like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus). Therefore, it is classified as an athematic noun."
a-ro-ka,0,-1,-1,0.3,,"The lexicon entry indicates that 'a-ro-ka' could be either a toponym or an anthroponym. Without further information or cognates, it's impossible to determine the word type or part of speech with certainty. Therefore, all classifications are uncertain."
a-ro-mo,3,0,0,0.7,,"The word 'a-ro-mo' is tentatively identified as possibly related to 'aroma' (ἀρώματα), which would make it a common noun. The ending '-o' suggests a thematic noun in -o."
a-ro-po,0,0,0,0.7,,"The lexicon entry suggests 'anointers/painters'. While the meaning is uncertain, it likely refers to a profession or role, making it potentially an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
a-ro-we,0,-1,-1,0.3,,"The meaning of 'a-ro-we' is obscure according to Chadwick & Ventris. Without a clear meaning or cognates, it's impossible to confidently classify its word type, part of speech, or inflection. Therefore, all classifications are uncertain."
a-ro-wo,3,0,0,0.7,,"The word 'a-ro-wo' is described as a building material in Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o. Therefore, it is classified as a common noun with thematic inflection."
a-ro-wo-ta,0,0,1,0.9,,"The lexicon entry states that 'a-ro-wo-ta' is an anthroponym (person name). The word ends in '-a', which suggests it is a thematic noun in -a."
a-ro-za,3,2,1,0.9,,"The word 'a-ro-za' is described as a neuter plural adjective or a masculine nominative singular adjective. Since it describes a tunic, it's a common word. The ending '-a' suggests it's a thematic adjective in -a. Therefore, part of speech is adjective and inflection is thematic in -a."
a-ro-zo,3,2,0,0.9,,"The word 'a-ro-zo' is described as an adjective describing a tunic and also as a neuter plural. The ending '-o' suggests a thematic adjective in -o, similar to thematic nouns. Therefore, it's classified as a common word (adjective), thematic in -o."
a-sa-ma-o,0,0,0,1.0,,The word 'a-sa-ma-o' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o.
a-sa-ma-to,0,0,0,0.95,,"The lexicon entry states that 'a-sa-ma-to' is an anthroponym in the genitive case. The ending '-to' suggests a thematic noun in -o, specifically the genitive singular form. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
a-sa-pi,1,0,0,0.95,,"The lexicon entry states that 'a-sa-pi' is a toponym in the locative case. The ending '-pi' is a locative suffix, so the base word is 'a-sa'. The word 'a-sa' likely corresponds to a place name, and the ending '-o' (inferred from the locative form) suggests a thematic noun in -o."
a-sa-ro,0,0,0,0.95,,The word 'a-sa-ro' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym cf. Ἀσσάρακος'. The ending '-o' suggests it is a thematic noun in -o.
a-se-e,1,0,0,0.95,,"The word 'a-se-e' is identified as a toponym (place name) based on the lexicon entry. The lexicon entry states that it is a toponym locative. The ending '-e' suggests a thematic noun in -o (dative/locative singular), as the thematic declension in -o can have -o or -e in the dative singular. Therefore, it is classified as a noun with thematic inflection in -o."
a-se-so-si,0,0,2,0.7,,"The word 'a-se-so-si' is interpreted as a plural form related to 'assos' (άσσος), which refers to a type of bird, specifically a falcon or hawk. The ending '-si' suggests a plural form, aligning with the athematic plural dative/locative ending '-si' or '-ti' in the provided declension table. Therefore, it is classified as an animal name (word_type = 1), a noun (part_of_speech = 0), and athematic (inflection = 2)."
a-so-na,1,0,1,0.7,,"The lexicon entry suggests 'a-so-na' could be a toponym. The ending '-na' suggests a thematic noun in -a. Therefore, I classify it as a toponym (place name), part of speech as noun, and inflection as thematic in -a."
a-so-qi-jo,0,0,0,0.95,,"The word 'a-so-qi-jo' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym cf. Ἀσωπός'. The ending '-jo' suggests a thematic noun in -o, similar to other Linear B words and consistent with the provided declension table. The ancient greek cognate confirms this classification."
a-ta,0,0,1,0.9,,"The lexicon entry states that 'a-ta' is an anthroponym. The word ends in '-a', which suggests a thematic noun in -a."
