TRANSLIT,OGTXT,KEY
ἦε μένειν μεμάασι καὶ Ἕκτορος οὐκέτ' ἐόντος.,ἦε μένειν μεμάασι καὶ Ἕκτορος οὐκέτ' ἐόντος.,O
ἀλλὰ τί ἤ μοι ταῦτα φίλος διελέξατο θυμός; ,ἀλλὰ τί ἤ μοι ταῦτα φίλος διελέξατο θυμός; ,O
κεῖται πὰρ νήεσσι νέκυς ἄκλαυτος ἄθαπτος,κεῖται πὰρ νήεσσι νέκυς ἄκλαυτος ἄθαπτος,O
"Πάτροκλος: τοῦ δ' οὐκ ἐπιλήσομαι, ὄφρ' ἂν ἔγωγε","Πάτροκλος: τοῦ δ' οὐκ ἐπιλήσομαι, ὄφρ' ἂν ἔγωγε",O
ζωοῖσιν μετέω καί μοι φίλα γούνατ' ὀρώρῃ:,ζωοῖσιν μετέω καί μοι φίλα γούνατ' ὀρώρῃ:,O
εἰ δὲ θανόντων περ καταλήθοντ' εἰν Ἀί̈δαο,εἰ δὲ θανόντων περ καταλήθοντ' εἰν Ἀί̈δαο,O
αὐτὰρ ἐγὼ καὶ κεῖθι φίλου μεμνήσομ' ἑταίρου. 9,αὐτὰρ ἐγὼ καὶ κεῖθι φίλου μεμνήσομ' ἑταίρου. 9,O
νῦν δ' ἄγ' ἀείδοντες παιήονα κοῦροι Ἀχαιῶν,νῦν δ' ἄγ' ἀείδοντες παιήονα κοῦροι Ἀχαιῶν,O
"νηυσὶν ἔπι γλαφυρῇσι νεώμεθα, τόνδε δ' ἄγωμεν.","νηυσὶν ἔπι γλαφυρῇσι νεώμεθα, τόνδε δ' ἄγωμεν.",O
"ἠράμεθα μέγα κῦδος: ἐπέφνομεν Ἕκτορα δῖον,","ἠράμεθα μέγα κῦδος: ἐπέφνομεν Ἕκτορα δῖον,",O
ᾧ Τρῶες κατὰ ἄστυ θεῷ ὣς εὐχετόωντο.,ᾧ Τρῶες κατὰ ἄστυ θεῷ ὣς εὐχετόωντο.,O
"ἦ ῥα, καὶ Ἕκτορα δῖον ἀεικέα μήδετο ἔργα. 9","ἦ ῥα, καὶ Ἕκτορα δῖον ἀεικέα μήδετο ἔργα. 9",O
ἀμφοτέρων μετόπισθε ποδῶν τέτρηνε τένοντε,ἀμφοτέρων μετόπισθε ποδῶν τέτρηνε τένοντε,O
"ἐς σφυρὸν ἐκ πτέρνης, βοέους δ' ἐξῆπτεν ἱμάντας,","ἐς σφυρὸν ἐκ πτέρνης, βοέους δ' ἐξῆπτεν ἱμάντας,",O
"ἐκ δίφροιο δ' ἔδησε, κάρη δ' ἕλκεσθαι ἔασεν:","ἐκ δίφροιο δ' ἔδησε, κάρη δ' ἕλκεσθαι ἔασεν:",O
ἐς δίφρον δ' ἀναβὰς ἀνά τε κλυτὰ τεύχε' ἀείρας,ἐς δίφρον δ' ἀναβὰς ἀνά τε κλυτὰ τεύχε' ἀείρας,O
"μάστιξέν ῥ' ἐλάαν, τὼ δ' οὐκ ἀέκοντε πετέσθην. ","μάστιξέν ῥ' ἐλάαν, τὼ δ' οὐκ ἀέκοντε πετέσθην. ",O
"τοῦ δ' ἦν ἑλκομένοιο κονίσαλος, ἀμφὶ δὲ χαῖται","τοῦ δ' ἦν ἑλκομένοιο κονίσαλος, ἀμφὶ δὲ χαῖται",O
"κυάνεαι πίτναντο, κάρη δ' ἅπαν ἐν κονίῃσι","κυάνεαι πίτναντο, κάρη δ' ἅπαν ἐν κονίῃσι",O
κεῖτο πάρος χαρίεν: τότε δὲ Ζεὺς δυσμενέεσσι,κεῖτο πάρος χαρίεν: τότε δὲ Ζεὺς δυσμενέεσσι,O
δῶκεν ἀεικίσσασθαι ἑῇ ἐν πατρίδι γαίῃ.,δῶκεν ἀεικίσσασθαι ἑῇ ἐν πατρίδι γαίῃ.,O
ὣς τοῦ μὲν κεκόνιτο κάρη ἅπαν: ἣ δέ νυ μήτηρ ,ὣς τοῦ μὲν κεκόνιτο κάρη ἅπαν: ἣ δέ νυ μήτηρ ,O
"τίλλε κόμην, ἀπὸ δὲ λιπαρὴν ἔρριψε καλύπτρην","τίλλε κόμην, ἀπὸ δὲ λιπαρὴν ἔρριψε καλύπτρην",O
"τηλόσε, κώκυσεν δὲ μάλα μέγα παῖδ' ἐσιδοῦσα:","τηλόσε, κώκυσεν δὲ μάλα μέγα παῖδ' ἐσιδοῦσα:",O
"ᾤμωξεν δ' ἐλεεινὰ πατὴρ φίλος, ἀμφὶ δὲ λαοὶ","ᾤμωξεν δ' ἐλεεινὰ πατὴρ φίλος, ἀμφὶ δὲ λαοὶ",O
κωκυτῷ τ' εἴχοντο καὶ οἰμωγῇ κατὰ ἄστυ.,κωκυτῷ τ' εἴχοντο καὶ οἰμωγῇ κατὰ ἄστυ.,O
τῷ δὲ μάλιστ' ἄρ' ἔην ἐναλίγκιον ὡς εἰ ἅπασα ,τῷ δὲ μάλιστ' ἄρ' ἔην ἐναλίγκιον ὡς εἰ ἅπασα ,O
Ἴλιος ὀφρυόεσσα πυρὶ σμύχοιτο κατ' ἄκρης.,Ἴλιος ὀφρυόεσσα πυρὶ σμύχοιτο κατ' ἄκρης.,O
λαοὶ μέν ῥα γέροντα μόγις ἔχον ἀσχαλόωντα,λαοὶ μέν ῥα γέροντα μόγις ἔχον ἀσχαλόωντα,O
ἐξελθεῖν μεμαῶτα πυλάων Δαρδανιάων.,ἐξελθεῖν μεμαῶτα πυλάων Δαρδανιάων.,O
"πάντας δ' ἐλλιτάνευε κυλινδόμενος κατὰ κόπρον,","πάντας δ' ἐλλιτάνευε κυλινδόμενος κατὰ κόπρον,",O
ἐξονομακλήδην ὀνομάζων ἄνδρα ἕκαστον: ,ἐξονομακλήδην ὀνομάζων ἄνδρα ἕκαστον: ,O
"σχέσθε φίλοι, καί μ' οἶον ἐάσατε κηδόμενοί περ","σχέσθε φίλοι, καί μ' οἶον ἐάσατε κηδόμενοί περ",O
ἐξελθόντα πόληος ἱκέσθ' ἐπὶ νῆας Ἀχαιῶν.,ἐξελθόντα πόληος ἱκέσθ' ἐπὶ νῆας Ἀχαιῶν.,O
"λίσσωμ' ἀνέρα τοῦτον ἀτάσθαλον ὀβριμοεργόν,","λίσσωμ' ἀνέρα τοῦτον ἀτάσθαλον ὀβριμοεργόν,",O
ἤν πως ἡλικίην αἰδέσσεται ἠδ' ἐλεήσῃ,ἤν πως ἡλικίην αἰδέσσεται ἠδ' ἐλεήσῃ,O
γῆρας: καὶ δέ νυ τῷ γε πατὴρ τοιόσδε τέτυκται ,γῆρας: καὶ δέ νυ τῷ γε πατὴρ τοιόσδε τέτυκται ,O
"Πηλεύς, ὅς μιν ἔτικτε καὶ ἔτρεφε πῆμα γενέσθαι","Πηλεύς, ὅς μιν ἔτικτε καὶ ἔτρεφε πῆμα γενέσθαι",O
Τρωσί: μάλιστα δ' ἐμοὶ περὶ πάντων ἄλγε' ἔθηκε.,Τρωσί: μάλιστα δ' ἐμοὶ περὶ πάντων ἄλγε' ἔθηκε.,O
τόσσους γάρ μοι παῖδας ἀπέκτανε τηλεθάοντας:,τόσσους γάρ μοι παῖδας ἀπέκτανε τηλεθάοντας:,O
τῶν πάντων οὐ τόσσον ὀδύρομαι ἀχνύμενός περ,τῶν πάντων οὐ τόσσον ὀδύρομαι ἀχνύμενός περ,O
"ὡς ἑνός, οὗ μ' ἄχος ὀξὺ κατοίσεται Ἄϊδος εἴσω, ","ὡς ἑνός, οὗ μ' ἄχος ὀξὺ κατοίσεται Ἄϊδος εἴσω, ",O
Ἕκτορος: ὡς ὄφελεν θανέειν ἐν χερσὶν ἐμῇσι:,Ἕκτορος: ὡς ὄφελεν θανέειν ἐν χερσὶν ἐμῇσι:,O
τώ κε κορεσσάμεθα κλαίοντέ τε μυρομένω τε,τώ κε κορεσσάμεθα κλαίοντέ τε μυρομένω τε,O
"μήτηρ θ', ἥ μιν ἔτικτε δυσάμμορος, ἠδ' ἐγὼ αὐτός.","μήτηρ θ', ἥ μιν ἔτικτε δυσάμμορος, ἠδ' ἐγὼ αὐτός.",O
"ὣς ἔφατο κλαίων, ἐπὶ δὲ στενάχοντο πολῖται:","ὣς ἔφατο κλαίων, ἐπὶ δὲ στενάχοντο πολῖται:",O
Τρῳῇσιν δ' Ἑκάβη ἁδινοῦ ἐξῆρχε γόοιο: ,Τρῳῇσιν δ' Ἑκάβη ἁδινοῦ ἐξῆρχε γόοιο: ,O
τέκνον ἐγὼ δειλή: τί νυ βείομαι αἰνὰ παθοῦσα,τέκνον ἐγὼ δειλή: τί νυ βείομαι αἰνὰ παθοῦσα,O
σεῦ ἀποτεθνηῶτος; ὅ μοι νύκτάς τε καὶ ἦμαρ,σεῦ ἀποτεθνηῶτος; ὅ μοι νύκτάς τε καὶ ἦμαρ,O
"εὐχωλὴ κατὰ ἄστυ πελέσκεο, πᾶσί τ' ὄνειαρ","εὐχωλὴ κατὰ ἄστυ πελέσκεο, πᾶσί τ' ὄνειαρ",O
"Τρωσί τε καὶ Τρῳῇσι κατὰ πτόλιν, οἵ σε θεὸν ὣς","Τρωσί τε καὶ Τρῳῇσι κατὰ πτόλιν, οἵ σε θεὸν ὣς",O
δειδέχατ': ἦ γὰρ καί σφι μάλα μέγα κῦδος ἔησθα ,δειδέχατ': ἦ γὰρ καί σφι μάλα μέγα κῦδος ἔησθα ,O
ζωὸς ἐών: νῦν αὖ θάνατος καὶ μοῖρα κιχάνει.,ζωὸς ἐών: νῦν αὖ θάνατος καὶ μοῖρα κιχάνει.,O
"ὣς ἔφατο κλαίουσ', ἄλοχος δ' οὔ πώ τι πέπυστο","ὣς ἔφατο κλαίουσ', ἄλοχος δ' οὔ πώ τι πέπυστο",O
Ἕκτορος: οὐ γάρ οἵ τις ἐτήτυμος ἄγγελος ἐλθὼν,Ἕκτορος: οὐ γάρ οἵ τις ἐτήτυμος ἄγγελος ἐλθὼν,O
"ἤγγειλ' ὅττί ῥά οἱ πόσις ἔκτοθι μίμνε πυλάων,","ἤγγειλ' ὅττί ῥά οἱ πόσις ἔκτοθι μίμνε πυλάων,",O
ἀλλ' ἥ γ' ἱστὸν ὕφαινε μυχῷ δόμου ὑψηλοῖο ,ἀλλ' ἥ γ' ἱστὸν ὕφαινε μυχῷ δόμου ὑψηλοῖο ,O
"δίπλακα πορφυρέην, ἐν δὲ θρόνα ποικίλ' ἔπασσε.","δίπλακα πορφυρέην, ἐν δὲ θρόνα ποικίλ' ἔπασσε.",O
κέκλετο δ' ἀμφιπόλοισιν ἐϋπλοκάμοις κατὰ δῶμα,κέκλετο δ' ἀμφιπόλοισιν ἐϋπλοκάμοις κατὰ δῶμα,O
"ἀμφὶ πυρὶ στῆσαι τρίποδα μέγαν, ὄφρα πέλοιτο","ἀμφὶ πυρὶ στῆσαι τρίποδα μέγαν, ὄφρα πέλοιτο",O
Ἕκτορι θερμὰ λοετρὰ μάχης ἐκ νοστήσαντι,Ἕκτορι θερμὰ λοετρὰ μάχης ἐκ νοστήσαντι,O
"νηπίη, οὐδ' ἐνόησεν ὅ μιν μάλα τῆλε λοετρῶν ","νηπίη, οὐδ' ἐνόησεν ὅ μιν μάλα τῆλε λοετρῶν ",O
χερσὶν Ἀχιλλῆος δάμασε γλαυκῶπις Ἀθήνη.,χερσὶν Ἀχιλλῆος δάμασε γλαυκῶπις Ἀθήνη.,O
κωκυτοῦ δ' ἤκουσε καὶ οἰμωγῆς ἀπὸ πύργου:,κωκυτοῦ δ' ἤκουσε καὶ οἰμωγῆς ἀπὸ πύργου:,O
"τῆς δ' ἐλελίχθη γυῖα, χαμαὶ δέ οἱ ἔκπεσε κερκίς:","τῆς δ' ἐλελίχθη γυῖα, χαμαὶ δέ οἱ ἔκπεσε κερκίς:",O
ἣ δ' αὖτις δμῳῇσιν ἐϋπλοκάμοισι μετηύδα:,ἣ δ' αὖτις δμῳῇσιν ἐϋπλοκάμοισι μετηύδα:,O
"δεῦτε δύω μοι ἕπεσθον, ἴδωμ' ὅτιν' ἔργα τέτυκται. ","δεῦτε δύω μοι ἕπεσθον, ἴδωμ' ὅτιν' ἔργα τέτυκται. ",O
"αἰδοίης ἑκυρῆς ὀπὸς ἔκλυον, ἐν δ' ἐμοὶ αὐτῇ","αἰδοίης ἑκυρῆς ὀπὸς ἔκλυον, ἐν δ' ἐμοὶ αὐτῇ",O
"στήθεσι πάλλεται ἦτορ ἀνὰ στόμα, νέρθε δὲ γοῦνα","στήθεσι πάλλεται ἦτορ ἀνὰ στόμα, νέρθε δὲ γοῦνα",O
πήγνυται: ἐγγὺς δή τι κακὸν Πριάμοιο τέκεσσιν.,πήγνυται: ἐγγὺς δή τι κακὸν Πριάμοιο τέκεσσιν.,O
αἲ γὰρ ἀπ' οὔατος εἴη ἐμεῦ ἔπος: ἀλλὰ μάλ' αἰνῶς,αἲ γὰρ ἀπ' οὔατος εἴη ἐμεῦ ἔπος: ἀλλὰ μάλ' αἰνῶς,O
δείδω μὴ δή μοι θρασὺν Ἕκτορα δῖος Ἀχιλλεὺς ,δείδω μὴ δή μοι θρασὺν Ἕκτορα δῖος Ἀχιλλεὺς ,O
"μοῦνον ἀποτμήξας πόλιος πεδίον δὲ δίηται,","μοῦνον ἀποτμήξας πόλιος πεδίον δὲ δίηται,",O
καὶ δή μιν καταπαύσῃ ἀγηνορίης ἀλεγεινῆς,καὶ δή μιν καταπαύσῃ ἀγηνορίης ἀλεγεινῆς,O
"ἥ μιν ἔχεσκ', ἐπεὶ οὔ ποτ' ἐνὶ πληθυῖ μένεν ἀνδρῶν,","ἥ μιν ἔχεσκ', ἐπεὶ οὔ ποτ' ἐνὶ πληθυῖ μένεν ἀνδρῶν,",O
"ἀλλὰ πολὺ προθέεσκε, τὸ ὃν μένος οὐδενὶ εἴκων.","ἀλλὰ πολὺ προθέεσκε, τὸ ὃν μένος οὐδενὶ εἴκων.",O
ὣς φαμένη μεγάροιο διέσσυτο μαινάδι ἴση ,ὣς φαμένη μεγάροιο διέσσυτο μαινάδι ἴση ,O
παλλομένη κραδίην: ἅμα δ' ἀμφίπολοι κίον αὐτῇ,παλλομένη κραδίην: ἅμα δ' ἀμφίπολοι κίον αὐτῇ,O
αὐτὰρ ἐπεὶ πύργόν τε καὶ ἀνδρῶν ἷξεν ὅμιλον,αὐτὰρ ἐπεὶ πύργόν τε καὶ ἀνδρῶν ἷξεν ὅμιλον,O
"ἔστη παπτήνασ' ἐπὶ τείχεϊ, τὸν δὲ νόησεν","ἔστη παπτήνασ' ἐπὶ τείχεϊ, τὸν δὲ νόησεν",O
ἑλκόμενον πρόσθεν πόλιος: ταχέες δέ μιν ἵπποι,ἑλκόμενον πρόσθεν πόλιος: ταχέες δέ μιν ἵπποι,O
ἕλκον ἀκηδέστως κοίλας ἐπὶ νῆας Ἀχαιῶν. ,ἕλκον ἀκηδέστως κοίλας ἐπὶ νῆας Ἀχαιῶν. ,O
"τὴν δὲ κατ' ὀφθαλμῶν ἐρεβεννὴ νὺξ ἐκάλυψεν,","τὴν δὲ κατ' ὀφθαλμῶν ἐρεβεννὴ νὺξ ἐκάλυψεν,",O
"ἤριπε δ' ἐξοπίσω, ἀπὸ δὲ ψυχὴν ἐκάπυσσε.","ἤριπε δ' ἐξοπίσω, ἀπὸ δὲ ψυχὴν ἐκάπυσσε.",O
"τῆλε δ' ἀπὸ κρατὸς βάλε δέσματα σιγαλόεντα,","τῆλε δ' ἀπὸ κρατὸς βάλε δέσματα σιγαλόεντα,",O
ἄμπυκα κεκρύφαλόν τε ἰδὲ πλεκτὴν ἀναδέσμην,ἄμπυκα κεκρύφαλόν τε ἰδὲ πλεκτὴν ἀναδέσμην,O
"κρήδεμνόν θ', ὅ ῥά οἱ δῶκε χρυσῆ Ἀφροδίτη ","κρήδεμνόν θ', ὅ ῥά οἱ δῶκε χρυσῆ Ἀφροδίτη ",O
ἤματι τῷ ὅτε μιν κορυθαίολος ἠγάγεθ' Ἕκτωρ,ἤματι τῷ ὅτε μιν κορυθαίολος ἠγάγεθ' Ἕκτωρ,O
"ἐκ δόμου Ἠετίωνος, ἐπεὶ πόρε μυρία ἕδνα.","ἐκ δόμου Ἠετίωνος, ἐπεὶ πόρε μυρία ἕδνα.",O
"ἀμφὶ δέ μιν γαλόῳ τε καὶ εἰνατέρες ἅλις ἔσταν,","ἀμφὶ δέ μιν γαλόῳ τε καὶ εἰνατέρες ἅλις ἔσταν,",O
αἵ ἑ μετὰ σφίσιν εἶχον ἀτυζομένην ἀπολέσθαι.,αἵ ἑ μετὰ σφίσιν εἶχον ἀτυζομένην ἀπολέσθαι.,O
ἣ δ' ἐπεὶ οὖν ἔμπνυτο καὶ ἐς φρένα θυμὸς ἀγέρθη ,ἣ δ' ἐπεὶ οὖν ἔμπνυτο καὶ ἐς φρένα θυμὸς ἀγέρθη ,O
ἀμβλήδην γοόωσα μετὰ Τρῳῇσιν ἔειπεν:,ἀμβλήδην γοόωσα μετὰ Τρῳῇσιν ἔειπεν:,O
Ἕκτορ ἐγὼ δύστηνος: ἰῇ ἄρα γεινόμεθ' αἴσῃ,Ἕκτορ ἐγὼ δύστηνος: ἰῇ ἄρα γεινόμεθ' αἴσῃ,O
"ἀμφότεροι, σὺ μὲν ἐν Τροίῃ Πριάμου κατὰ δῶμα,","ἀμφότεροι, σὺ μὲν ἐν Τροίῃ Πριάμου κατὰ δῶμα,",O
αὐτὰρ ἐγὼ Θήβῃσιν ὑπὸ Πλάκῳ ὑληέσσῃ,αὐτὰρ ἐγὼ Θήβῃσιν ὑπὸ Πλάκῳ ὑληέσσῃ,O
"ἐν δόμῳ Ἠετίωνος, ὅ μ' ἔτρεφε τυτθὸν ἐοῦσαν ","ἐν δόμῳ Ἠετίωνος, ὅ μ' ἔτρεφε τυτθὸν ἐοῦσαν ",O
δύσμορος αἰνόμορον: ὡς μὴ ὤφελλε τεκέσθαι.,δύσμορος αἰνόμορον: ὡς μὴ ὤφελλε τεκέσθαι.,O
νῦν δὲ σὺ μὲν Ἀί̈δαο δόμους ὑπὸ κεύθεσι γαίης,νῦν δὲ σὺ μὲν Ἀί̈δαο δόμους ὑπὸ κεύθεσι γαίης,O
"ἔρχεαι, αὐτὰρ ἐμὲ στυγερῷ ἐνὶ πένθεϊ λείπεις","ἔρχεαι, αὐτὰρ ἐμὲ στυγερῷ ἐνὶ πένθεϊ λείπεις",O
"χήρην ἐν μεγάροισι: πάϊς δ' ἔτι νήπιος αὔτως,","χήρην ἐν μεγάροισι: πάϊς δ' ἔτι νήπιος αὔτως,",O
ὃν τέκομεν σύ τ' ἐγώ τε δυσάμμοροι: οὔτε σὺ τούτῳ ,ὃν τέκομεν σύ τ' ἐγώ τε δυσάμμοροι: οὔτε σὺ τούτῳ ,O
"ἔσσεαι Ἕκτορ ὄνειαρ ἐπεὶ θάνες, οὔτε σοὶ οὗτος.","ἔσσεαι Ἕκτορ ὄνειαρ ἐπεὶ θάνες, οὔτε σοὶ οὗτος.",O
"ἤν περ γὰρ πόλεμόν γε φύγῃ πολύδακρυν Ἀχαιῶν,","ἤν περ γὰρ πόλεμόν γε φύγῃ πολύδακρυν Ἀχαιῶν,",O
αἰεί τοι τούτῳ γε πόνος καὶ κήδε' ὀπίσσω,αἰεί τοι τούτῳ γε πόνος καὶ κήδε' ὀπίσσω,O
ἔσσοντ': ἄλλοι γάρ οἱ ἀπουρίσσουσιν ἀρούρας.,ἔσσοντ': ἄλλοι γάρ οἱ ἀπουρίσσουσιν ἀρούρας.,O
ἦμαρ δ' ὀρφανικὸν παναφήλικα παῖδα τίθησι: 9,ἦμαρ δ' ὀρφανικὸν παναφήλικα παῖδα τίθησι: 9,O
"πάντα δ' ὑπεμνήμυκε, δεδάκρυνται δὲ παρειαί,","πάντα δ' ὑπεμνήμυκε, δεδάκρυνται δὲ παρειαί,",O
"δευόμενος δέ τ' ἄνεισι πάϊς ἐς πατρὸς ἑταίρους,","δευόμενος δέ τ' ἄνεισι πάϊς ἐς πατρὸς ἑταίρους,",O
"ἄλλον μὲν χλαίνης ἐρύων, ἄλλον δὲ χιτῶνος:","ἄλλον μὲν χλαίνης ἐρύων, ἄλλον δὲ χιτῶνος:",O
τῶν δ' ἐλεησάντων κοτύλην τις τυτθὸν ἐπέσχε:,τῶν δ' ἐλεησάντων κοτύλην τις τυτθὸν ἐπέσχε:,O
"χείλεα μέν τ' ἐδίην', ὑπερῴην δ' οὐκ ἐδίηνε. 9","χείλεα μέν τ' ἐδίην', ὑπερῴην δ' οὐκ ἐδίηνε. 9",O
τὸν δὲ καὶ ἀμφιθαλὴς ἐκ δαιτύος ἐστυφέλιξε,τὸν δὲ καὶ ἀμφιθαλὴς ἐκ δαιτύος ἐστυφέλιξε,O
χερσὶν πεπλήγων καὶ ὀνειδείοισιν ἐνίσσων:,χερσὶν πεπλήγων καὶ ὀνειδείοισιν ἐνίσσων:,O
ἔρρ' οὕτως: οὐ σός γε πατὴρ μεταδαίνυται ἡμῖν.,ἔρρ' οὕτως: οὐ σός γε πατὴρ μεταδαίνυται ἡμῖν.,O
δακρυόεις δέ τ' ἄνεισι πάϊς ἐς μητέρα χήρην,δακρυόεις δέ τ' ἄνεισι πάϊς ἐς μητέρα χήρην,O
"Ἀστυάναξ, ὃς πρὶν μὲν ἑοῦ ἐπὶ γούνασι πατρὸς ","Ἀστυάναξ, ὃς πρὶν μὲν ἑοῦ ἐπὶ γούνασι πατρὸς ",O
μυελὸν οἶον ἔδεσκε καὶ οἰῶν πίονα δημόν:,μυελὸν οἶον ἔδεσκε καὶ οἰῶν πίονα δημόν:,O
"αὐτὰρ ὅθ' ὕπνος ἕλοι, παύσαιτό τε νηπιαχεύων,","αὐτὰρ ὅθ' ὕπνος ἕλοι, παύσαιτό τε νηπιαχεύων,",O
εὕδεσκ' ἐν λέκτροισιν ἐν ἀγκαλίδεσσι τιθήνης,εὕδεσκ' ἐν λέκτροισιν ἐν ἀγκαλίδεσσι τιθήνης,O
εὐνῇ ἔνι μαλακῇ θαλέων ἐμπλησάμενος κῆρ:,εὐνῇ ἔνι μαλακῇ θαλέων ἐμπλησάμενος κῆρ:,O
νῦν δ' ἂν πολλὰ πάθῃσι φίλου ἀπὸ πατρὸς ἁμαρτὼν ,νῦν δ' ἂν πολλὰ πάθῃσι φίλου ἀπὸ πατρὸς ἁμαρτὼν ,O
"Ἀστυάναξ, ὃν Τρῶες ἐπίκλησιν καλέουσιν:","Ἀστυάναξ, ὃν Τρῶες ἐπίκλησιν καλέουσιν:",O
οἶος γάρ σφιν ἔρυσο πύλας καὶ τείχεα μακρά.,οἶος γάρ σφιν ἔρυσο πύλας καὶ τείχεα μακρά.,O
νῦν δὲ σὲ μὲν παρὰ νηυσὶ κορωνίσι νόσφι τοκήων,νῦν δὲ σὲ μὲν παρὰ νηυσὶ κορωνίσι νόσφι τοκήων,O
"αἰόλαι εὐλαὶ ἔδονται, ἐπεί κε κύνες κορέσωνται","αἰόλαι εὐλαὶ ἔδονται, ἐπεί κε κύνες κορέσωνται",O
γυμνόν: ἀτάρ τοι εἵματ' ἐνὶ μεγάροισι κέονται ,γυμνόν: ἀτάρ τοι εἵματ' ἐνὶ μεγάροισι κέονται ,O
λεπτά τε καὶ χαρίεντα τετυγμένα χερσὶ γυναικῶν.,λεπτά τε καὶ χαρίεντα τετυγμένα χερσὶ γυναικῶν.,O
ἀλλ' ἤτοι τάδε πάντα καταφλέξω πυρὶ κηλέῳ,ἀλλ' ἤτοι τάδε πάντα καταφλέξω πυρὶ κηλέῳ,O
"οὐδὲν σοί γ' ὄφελος, ἐπεὶ οὐκ ἐγκείσεαι αὐτοῖς,","οὐδὲν σοί γ' ὄφελος, ἐπεὶ οὐκ ἐγκείσεαι αὐτοῖς,",O
ἀλλὰ πρὸς Τρώων καὶ Τρωϊάδων κλέος εἶναι.,ἀλλὰ πρὸς Τρώων καὶ Τρωϊάδων κλέος εἶναι.,O
"ὣς ἔφατο κλαίουσ', ἐπὶ δὲ στενάχοντο γυναῖκες. ","ὣς ἔφατο κλαίουσ', ἐπὶ δὲ στενάχοντο γυναῖκες. ",O
ὣς οἳ μὲν στενάχοντο κατὰ πτόλιν: αὐτὰρ Ἀχαιοὶ,ὣς οἳ μὲν στενάχοντο κατὰ πτόλιν: αὐτὰρ Ἀχαιοὶ,O
"ἐπεὶ δὴ νῆάς τε καὶ Ἑλλήσποντον ἵκοντο,","ἐπεὶ δὴ νῆάς τε καὶ Ἑλλήσποντον ἵκοντο,",O
"οἳ μὲν ἄρ' ἐσκίδναντο ἑὴν ἐπὶ νῆα ἕκαστος,","οἳ μὲν ἄρ' ἐσκίδναντο ἑὴν ἐπὶ νῆα ἕκαστος,",O
"Μυρμιδόνας δ' οὐκ εἴα ἀποσκίδνασθαι Ἀχιλλεύς,","Μυρμιδόνας δ' οὐκ εἴα ἀποσκίδνασθαι Ἀχιλλεύς,",O
ἀλλ' ὅ γε οἷς ἑτάροισι φιλοπτολέμοισι μετηύδα: ,ἀλλ' ὅ γε οἷς ἑτάροισι φιλοπτολέμοισι μετηύδα: ,O
Μυρμιδόνες ταχύπωλοι ἐμοὶ ἐρίηρες ἑταῖροι,Μυρμιδόνες ταχύπωλοι ἐμοὶ ἐρίηρες ἑταῖροι,O
"μὴ δή πω ὑπ' ὄχεσφι λυώμεθα μώνυχας ἵππους,","μὴ δή πω ὑπ' ὄχεσφι λυώμεθα μώνυχας ἵππους,",O
ἀλλ' αὐτοῖς ἵπποισι καὶ ἅρμασιν ἆσσον ἰόντες,ἀλλ' αὐτοῖς ἵπποισι καὶ ἅρμασιν ἆσσον ἰόντες,O
Πάτροκλον κλαίωμεν: ὃ γὰρ γέρας ἐστὶ θανόντων.,Πάτροκλον κλαίωμεν: ὃ γὰρ γέρας ἐστὶ θανόντων.,O
"αὐτὰρ ἐπεί κ' ὀλοοῖο τεταρπώμεσθα γόοιο, ","αὐτὰρ ἐπεί κ' ὀλοοῖο τεταρπώμεσθα γόοιο, ",O
ἵππους λυσάμενοι δορπήσομεν ἐνθάδε πάντες.,ἵππους λυσάμενοι δορπήσομεν ἐνθάδε πάντες.,O
"ὣς ἔφαθ', οἳ δ' ᾤμωξαν ἀολλέες, ἦρχε δ' Ἀχιλλεύς.","ὣς ἔφαθ', οἳ δ' ᾤμωξαν ἀολλέες, ἦρχε δ' Ἀχιλλεύς.",O
οἳ δὲ τρὶς περὶ νεκρὸν ἐύ̈τριχας ἤλασαν ἵππους,οἳ δὲ τρὶς περὶ νεκρὸν ἐύ̈τριχας ἤλασαν ἵππους,O
μυρόμενοι: μετὰ δέ σφι Θέτις γόου ἵμερον ὦρσε.,μυρόμενοι: μετὰ δέ σφι Θέτις γόου ἵμερον ὦρσε.,O
"δεύοντο ψάμαθοι, δεύοντο δὲ τεύχεα φωτῶν ","δεύοντο ψάμαθοι, δεύοντο δὲ τεύχεα φωτῶν ",O
δάκρυσι: τοῖον γὰρ πόθεον μήστωρα φόβοιο.,δάκρυσι: τοῖον γὰρ πόθεον μήστωρα φόβοιο.,O
τοῖσι δὲ Πηλεί̈δης ἁδινοῦ ἐξῆρχε γόοιο,τοῖσι δὲ Πηλεί̈δης ἁδινοῦ ἐξῆρχε γόοιο,O
χεῖρας ἐπ' ἀνδροφόνους θέμενος στήθεσσιν ἑταίρου:,χεῖρας ἐπ' ἀνδροφόνους θέμενος στήθεσσιν ἑταίρου:,O
χαῖρέ μοι ὦ Πάτροκλε καὶ εἰν Ἀί̈δαο δόμοισι:,χαῖρέ μοι ὦ Πάτροκλε καὶ εἰν Ἀί̈δαο δόμοισι:,O
πάντα γὰρ ἤδη τοι τελέω τὰ πάροιθεν ὑπέστην ,πάντα γὰρ ἤδη τοι τελέω τὰ πάροιθεν ὑπέστην ,O
