linear_b,word_type,part_of_speech,inflection,confidence,reasoning
ka-ke,0,0,2,0.9,"The word 'ka-ke' is identified as an anthroponym (person name) based on the lexicon entry. The cognate is likely related to χαλκευς (khalkeus), meaning 'bronze-smith'. The ending '-ke' suggests an athematic inflection, similar to other anthroponyms like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus). Therefore, it's classified as an athematic noun."
ka-ma-jo,4,2,0,0.85,"The lexicon entry suggests 'ka-ma-jo' is an ethnic adjective, presupposing a place name 'ka-ma'. The ending '-jo' suggests a thematic adjective in -o, similar to thematic nouns. Therefore, it is classified as an ethnonym (word_type = 4), adjective (part_of_speech = 2), and thematic in -o (inflection = 0)."
ka-ma-ti-jo-jo,0,0,0,0.95,"The word 'ka-ma-ti-jo-jo' is identified as an anthroponym (person name) in the genitive case, based on the lexicon entry 'anthroponym genitive cf. Χάρμας Χαρμαντίδης'. The ending '-jo-jo' corresponds to the genitive singular of thematic nouns in -o, as shown in the declension table. Therefore, it's a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
ka-mi-ni-to,0,0,0,0.9,"The lexicon entry 'anthroponym' indicates that 'ka-mi-ni-to' is a person's name. The word ends in '-to', which corresponds to the thematic -o declension for nouns. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
ka-mo,3,0,0,0.95,"The lexicon entries strongly suggest that 'ka-mo' is a toponym (place name). The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it is classified as a noun with thematic inflection in -o."
ka-mo-ni-jo,0,0,0,0.9,"The lexicon entry for 'ka-mo-ni-jo' in Chadwick & Ventris (1973) identifies it as an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
ka-na-a-po,0,0,0,0.95,The word 'ka-na-a-po' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o.
ka-na-po-to,0,0,0,0.95,The word 'ka-na-po-to' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-to' suggests a thematic noun in -o.
ka-na-to-po,0,0,0,0.9,The word 'ka-na-to-po' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-o' suggests it is a thematic noun in -o.
ka-ne-u-ta,0,0,1,0.9,The lexicon entry states that 'ka-ne-u-ta' is an anthroponym. The ending '-a' suggests that it is a thematic noun in -a.
ka-nu-se-u,0,0,2,0.9,"The word 'ka-nu-se-u' is identified as an anthroponym (person name) based on the lexicon entries provided, which suggest a connection to names like Ganymedes. The ending '-u' indicates an athematic noun inflection, similar to other anthroponyms like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
ka-nu-ta-jo,0,0,0,0.95,"The word 'ka-nu-ta-jo' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-jo' suggests a thematic noun in -o, likely a genitive form. Therefore, it's classified as a noun with thematic inflection in -o."
ka-pa,3,0,1,0.85,"The lexicon entry suggests 'ka-pa' could be a toponym, especially given the reference to 'ka-pa-jo'. The ending '-a' suggests a thematic noun in -a."
ka-pa-jo,4,2,0,0.85,"The lexicon entries suggest that 'ka-pa-jo' is an ethnic adjective related to the place name 'ka-pa'. The ending '-jo' suggests a thematic adjective in -o, similar to how adjectives are formed from place names. Therefore, it is classified as an ethnonym (ethnic adjective), part of speech is adjective, and inflection is thematic in -o."
ka-pa-ra,5,0,1,0.7,"The word 'ka-pa-ra' is associated with wine, suggesting it's a common noun. The ending '-ra' suggests a thematic noun in -a. It is likely related to a container or type of wine. The lexicon entry 'introduces wine entry after to-sa' supports this classification."
ka-pa-so,-1,-1,-1,0.2,"The lexicon entry states that 'ka-pa-so' is obscure and not understood. Therefore, I cannot confidently classify it into any of the given categories. I mark all classifications as uncertain."
ka-pa-ra2,4,0,1,0.85,"The lexicon entry suggests 'ka-pa-ra2' could be an ethnic term in -as. The PY Aa series entry shows it used in the nominative plural feminine form. Therefore, it's classified as an ethnonym (ethnic group name), a noun, and thematic in -a."
ka-pe-se-wa-o,0,0,0,0.9,"The lexicon entry states that 'ka-pe-se-wa-o' is an anthroponym in the genitive case, forming a place name with 'wo-wo'. The ending '-o' suggests a thematic noun in -o, likely in the genitive singular. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
ka-pu-ro,0,0,0,0.95,"The lexicon entry for 'ka-pu-ro' (Chadwick & Ventris 1973) identifies it as an anthroponym (person name). The word ends in '-o', which is a common thematic ending for nouns in the -o declension. Therefore, it's classified as a noun with thematic inflection in -o."
ka-ra-e-ri-jo,5,0,0,0.7,"The word 'ka-ra-e-ri-jo' is identified in the lexicon as a month name and a genitive form. Month names are typically common nouns. The ending '-jo' suggests a genitive singular form, and the thematic vowel '-o' indicates a thematic noun. Therefore, it's classified as a common noun with thematic inflection in -o."
ka-ra-e-ri-jo-jo,5,0,0,0.9,"The word 'ka-ra-e-ri-jo-jo' is identified as a month name. Month names in Mycenaean Greek often function as common nouns. The ending '-ojo' suggests a genitive singular form, and the thematic vowel '-o-' indicates a thematic noun. Therefore, it's classified as a common noun with thematic inflection in -o."
ka-ra-i,0,0,2,0.9,"The lexicon entry states that 'ka-ra-i' is an anthroponym. The ending '-i' suggests an athematic inflection. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and athematic (inflection = 2)."
ka-ra-u-du-ro,0,0,0,0.9,"The lexicon entry identifies 'ka-ra-u-du-ro' as an anthroponym (person name). The word ends in '-ro', which is a typical ending for thematic nouns in -o. Therefore, it's classified as a noun with thematic inflection in -o."
ka-ra-u-ja,0,0,1,0.85,"The lexicon entry suggests 'ka-ra-u-ja' is an anthroponym. The ending '-a' suggests a thematic noun in -a, similar to other anthroponyms like 'e-qe-ta'."
ka-ra-na-ko,0,0,0,0.7,The lexicon entry suggests 'ka-ra-na-ko' is likely an anthroponym (person name). The ending '-ko' suggests a thematic noun in -o.
ka-ra-na-ta,0,0,1,0.9,The word 'ka-ra-na-ta' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-a' suggests it is a thematic noun in -a.
ka-ra-ni-jo,-1,0,0,0.6,"The word 'ka-ra-ni-jo' has an -o ending, suggesting it could be a thematic noun in -o. Chadwick & Ventris state the meaning is obscure. Without further context or cognates, it's difficult to determine the word type with certainty, but it could be a common noun. I'm classifying it as a noun with thematic inflection in -o, but the word type remains uncertain."
ka-ra-se-ti-ri-jo,5,0,0,0.7,"The word 'ka-ra-se-ti-ri-jo' is likely a variant of 'ka-ra-ti-ri-jo'. It ends in '-jo', which suggests a thematic noun in -o. It is likely a common word, possibly related to craftsmanship or tools, given the similarity to 'ka-ra-ti-ri-jo'. Therefore, it's classified as a common noun with thematic inflection in -o."
ka-ra-so-mo,0,0,0,0.9,"The lexicon entry states that 'ka-ra-so-mo' is an anthroponym (person name), possibly in the dative case. The ending '-o' suggests a thematic noun in -o, which is consistent with dative singular in the thematic declension."
ka-ra-su-no,0,0,0,0.9,"The lexicon entry states that 'ka-ra-su-no' is an anthroponym (person name) in the dative case. The ending '-o' suggests a thematic noun in -o, which is consistent with the dative singular ending for thematic nouns."
ka-ra-te-mi-de,0,0,2,0.9,"The word 'ka-ra-te-mi-de' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-de' suggests a dative case. Dative singular in athematic nouns can end in -e or -i. Therefore, it is classified as an athematic noun."
ka-ra-ti-ri-jo,5,0,0,0.9,The word 'ka-ra-ti-ri-jo' is identified as a common noun referring to a type of vessel. The ending '-jo' suggests a thematic noun in -o. The lexicon entry supports this classification.
ka-ra-to,5,0,0,0.75,"The word 'ka-ra-to' is suggested to mean 'basket'. If this is the case, it is a common noun. The ending '-to' suggests a thematic noun in -o."
ka-ra-wa-ni-ta,0,0,1,0.9,"The word 'ka-ra-wa-ni-ta' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-ta' suggests a thematic noun in -a, possibly a dative singular form. The lexicon entry also suggests it is a dative form."
ka-ra-wi-ko,0,0,0,0.9,"The lexicon entry identifies 'ka-ra-wi-ko' as an anthroponym (person name). The word ends in '-o', suggesting it is a thematic noun in -o."
ka-ra-wi-so,0,0,0,0.85,"The lexicon entry indicates that 'ka-ra-wi-so' is likely an anthroponym (person name). The word ends in '-o', suggesting it is a thematic noun in -o."
ka-ra-*56-so,0,0,0,0.9,"The lexicon entry identifies 'ka-ra-*56-so' as an anthroponym (person name). The word ends in '-so', which can be interpreted as a thematic -o ending, suggesting a thematic noun in -o."
ka-ri-pi-jo,0,0,0,0.85,"The lexicon entry indicates that 'ka-ri-pi-jo' is likely an anthroponym (person name). The ending '-jo' suggests a thematic noun in -o. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
ka-ro,1,0,0,0.95,"The word 'ka-ro' translates to 'pork'. This is an animal name, making it word_type 1. The word ends in '-o', indicating it is a thematic noun in -o, so inflection is 0. Therefore, it is a common noun (part_of_speech 0)."
ka-ro-ke-e,3,0,0,0.95,"The lexicon entry states that 'ka-ro-ke-e' is a toponym (place name) in the locative case. The ending '-e' suggests a thematic inflection in -o (locative singular). Therefore, it's classified as a toponym (3), noun (0), and thematic in -o (0)."
ka-ru-no,3,0,0,0.9,"The lexicon entry indicates that 'ka-ru-no' is a toponym. The word ends in '-o', suggesting a thematic noun in -o."
ka-ru-ti-je-ja-o-qe,5,0,0,0.75,"The word is 'ka-ru-ti-je-ja-o-qe'. Removing the enclitic '-qe', we have 'ka-ru-ti-je-ja-o'. According to Chadwick & Ventris, this is an occupational term. The ending '-o' suggests a thematic noun in -o. Therefore, it's a common noun with thematic inflection."
ka-sa-no,0,0,0,0.95,"The word 'ka-sa-no' is identified as an anthroponym (person name) based on the lexicon entry. The word ends in '-o', indicating that it is a thematic noun in -o."
ka-sa-ro,0,0,0,0.95,"The lexicon entry states that 'ka-sa-ro' is an anthroponym (person name). The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it's classified as a noun with thematic inflection in -o."
ka-si-ko-no,5,0,0,0.85,"The word 'ka-si-ko-no' is likely a common noun, possibly an occupational term related to sword-making. The '-o' ending suggests a thematic noun in the -o declension."
ka-ta-mi-jo,0,0,0,0.9,"The word 'ka-ta-mi-jo' is interpreted as '(the slave) of ka-ta-mo' according to Chadwick & Ventris. This suggests it's a personal name (anthroponym) or related to a personal name. The ending '-jo' suggests a genitive form, likely derived from a thematic noun in -o. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
ka-te-u,0,0,2,0.9,"The lexicon entry 'anthroponym' indicates that 'ka-te-u' is a person's name. The ending '-u' suggests an athematic inflection, similar to 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
ka-tu-ro,5,0,0,0.7,"The lexicon entry 'cargo' suggests this is a common noun. The ending '-ro' aligns with the thematic -o declension pattern for nouns. Therefore, it's classified as a common noun (word_type=5), part of speech is noun (part_of_speech=0), and inflection is thematic in -o (inflection=0)."
ka-tu-ro2,0,0,0,0.7,"The word 'ka-tu-ro2' is likely an anthroponym. The ending '-ro2' suggests a thematic noun in -o. It could be a personal name or a title associated with a person. Without further context, it's difficult to be certain, but anthroponym seems the most plausible classification. The Chadwick-Ventris lexicon confirms this."
ka-wa-do-ro,0,0,0,0.95,"The word 'ka-wa-do-ro' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-ro' suggests a thematic noun in -o, which is a common inflection pattern for names in Mycenaean Greek."
ka-wa-ra,0,0,1,0.95,"The lexicon entry states that 'ka-wa-ra' is an anthroponym (person name). The word ends in '-ra', which corresponds to the thematic inflection in -a. Therefore, it's a noun with thematic inflection in -a."
ka-wa-ro,0,0,0,0.95,"The lexicon entry states that 'ka-wa-ro' is an anthroponym (person name). The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -o (inflection = 0)."
ka-wa-ti-ro,0,0,0,0.95,"The lexicon entry identifies 'ka-wa-ti-ro' as an anthroponym (person name). The word ends in '-ro', which corresponds to the thematic -o ending, indicating a thematic noun in -o."
ka-wi-jo,0,0,0,0.7,"The word 'ka-wi-jo' is described as a 'description of man or ethnic?' in the lexicon. Given the -o ending, it is likely a thematic noun in -o. It could be an anthroponym (person name) or possibly an ethnonym, but without further context, anthroponym seems more probable. Therefore, I classify it as an anthroponym (word_type = 0), a noun (part_of_speech = 0), with thematic inflection in -o (inflection = 0)."
ka-wi-ta,0,0,1,0.9,"The lexicon entry states that 'ka-wi-ta' is an anthroponym (person name). The word ends in '-a', suggesting a thematic noun in -a."
ka-wo,5,2,0,0.7,"The word 'ka-wo' is tentatively linked to καλός (kalos), meaning 'beautiful' or 'good'. If this connection is correct, 'ka-wo' would be an adjective. The ending '-o' suggests a thematic inflection in -o, similar to thematic nouns and adjectives."
ka-za,5,0,0,0.85,"The word 'ka-za' is interpreted as 'of bronze' according to Chadwick & Ventris. This suggests it's a common noun referring to a material. The ending '-za' can be considered a thematic noun in -a, but given the syllabic nature of Linear B and the possibility of a preceding consonant, it's more likely a thematic noun in -o, where the -o is preceded by a consonant. Therefore, I classify it as a common noun (word_type = 5), part of speech as noun (part_of_speech = 0), and thematic inflection in -o (inflection = 0)."
ka-zo-de,3,0,0,0.95,"The word 'ka-zo-de' is identified as a toponym (place name) based on the lexicon entry 'toponym allative'. The suffix '-de' is an allative suffix, indicating 'to' or 'towards' a place. The base word 'ka-zo' likely refers to a specific location. Since the word ends in '-o' (before the suffix -de is added), it is classified as a thematic noun in -o."
ka-pte,0,0,2,0.85,"The lexicon entry 'anthroponym KN Df: a-ra-si-joanthroponym KN Fh KN X ka-*56-noanthroponym' indicates that 'ka-pte' is an anthroponym (person name). The ending '-pte' does not clearly match thematic -o or -a declensions. Given the lack of a clear thematic ending and the absence of a known thematic cognate, it's classified as athematic."
ka-ta2-ro,0,0,0,0.9,"The lexicon entry states that 'ka-ta2-ro' is an anthroponym (person name). The word ends in '-ro', which is a typical ending for thematic nouns in -o."
ka-*56-na-to,0,0,0,0.9,The lexicon entry states that 'ka-*56-na-to' is an anthroponym (person name). The ending '-to' suggests a thematic noun in -o.
ka-*56-no,0,0,0,0.9,"The lexicon entry 'anthroponym KN Df: a-ra-si-joanthroponym ka-pteanthroponym' indicates that 'ka-*56-no' is an anthroponym (person name). The word ends in '-no', which can be considered a thematic -o ending, thus classifying it as a thematic noun in -o."
ka-*56-so-ta,0,0,0,0.7,"The word 'ka-*56-so-ta' is likely an anthroponym. The ending '-ta' suggests a thematic noun in -a, but the presence of *56 makes it difficult to be certain. However, given the common use of Linear B for administrative records, anthroponyms are frequent. The thematic inflection in -o is less likely, so I classify it as thematic in -a. The *56 is a problem, but the -ta ending is more indicative of a name than a common noun."
ke-do-si-ja,5,0,1,0.85,"The word 'ke-do-si-ja' is described as a 'heading to lists of men'. The ending '-ja' suggests a thematic noun in -a. Therefore, it is classified as a common noun with thematic inflection in -a."
ke-ka-to,0,0,0,0.95,"The word 'ke-ka-to' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-to' suggests a thematic noun in -o. Therefore, it's classified as a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
ke-me-u,0,0,2,0.9,"The word 'ke-me-u' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym cf. Κέλμις Κέλμος'. The ending '-u' suggests an athematic inflection, similar to other anthroponyms like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
ke-ni-qe-te-we,5,0,2,0.7,"The word 'ke-ni-qe-te-we' is translated as 'hand washing basins'. The ending '-we' doesn't directly correspond to a standard thematic -o or -a ending. However, given the meaning and the lack of clear thematic ending, it's more likely an athematic noun. The -we ending could be a variant of an athematic nominative plural or accusative plural form. It is a common word (basins) and a noun. The inflection is athematic because it doesn't follow the typical -o or -a thematic declensions."
ke-pu,0,0,0,0.95,"The lexicon entry identifies 'ke-pu' as an anthroponym (person name). The ending '-u' suggests a thematic noun in -o (given the syllabic nature of Linear B, the final vowel can be preceded by a consonant). Therefore, it's classified as a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
ke-re-u,0,0,2,0.9,"The word 'ke-re-u' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-u' suggests an athematic inflection, similar to examples like 'a-ke-re-u' (agreus) and 'ka-ke-u' (khalkeus)."
ke-re-na,-1,-1,-1,0.3,"The meaning of 'ke-re-na' is obscure according to Chadwick & Ventris. Without a clear meaning or cognates, it's impossible to confidently classify its word type, part of speech, or inflection. Therefore, all classifications are uncertain."
ke-re-za,3,0,1,0.95,"The lexicon entry states that 'ke-re-za' is the name of a place or area at Pylos, making it a toponym. The word ends in '-a', suggesting it is a thematic noun in -a."
ke-re-a2,5,0,1,0.75,"The word 'ke-re-a2' is translated as 'limbs legs'. The ending '-a2' suggests that it is a thematic noun in -a. Therefore, it is classified as a common noun (word_type = 5), part of speech is noun (part_of_speech = 0), and inflection is thematic in -a (inflection = 1)."
ke-ri-mi-ja,5,2,1,0.75,"The word 'ke-ri-mi-ja' is described as 'perhaps an adjective describing women' by Chadwick & Ventris. The ending '-ja' suggests a thematic adjective in -a, likely feminine. Therefore, it is classified as a common word (adjective) with thematic inflection in -a."
ke-sa-me-no,0,2,0,0.95,"The word 'ke-sa-me-no' is identified as an anthroponym (person name) according to Chadwick & Ventris. The suffix '-me-no' indicates a participle form, which is classified as an adjective. The ending '-o' suggests a thematic inflection in -o, consistent with the participle ending."
ke-ta,0,0,1,0.9,The word 'ke-ta' is identified in the lexicon as an anthroponym (person name). The ending '-a' suggests it is a thematic noun in -a.
ke-ti-de-qe,0,0,2,0.95,"The word is 'ke-ti-de-qe'. Removing the suffix '-qe', we have 'ke-ti-de'. According to the lexicon, this is an anthroponym in the dative case. The dative case often ends in -e or -i in athematic nouns. Therefore, it is an anthroponym (word_type = 0), a noun (part_of_speech = 0), and athematic (inflection = 2), as the dative case is formed with the suffix -e."
ke-ti-ro,0,0,0,0.9,"The lexicon entry for 'ke-ti-ro' in Chadwick & Ventris 1973 identifies it as an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
ke-to,0,0,0,0.9,"The lexicon entry for 'ke-to' in Chadwick & Ventris 1973 identifies it as an anthroponym. The word ends in '-o', suggesting it is a thematic noun in -o."
ke-to-ro,0,0,0,0.95,"The lexicon entry identifies 'ke-to-ro' as an anthroponym (person name). The word ends in '-o', which is a common ending for thematic nouns in -o. Therefore, it's classified as a noun with thematic inflection in -o."
ke-*83-*18,0,0,2,0.9,"The lexicon entry states that 'ke-*83-*18' is an anthroponym (person name). The ending is not a standard thematic -o or -a ending, so it is classified as athematic."
ki-e-u,0,0,2,0.9,"The word 'ki-e-u' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-u' suggests an athematic inflection, similar to examples like 'a-ke-re-u' (hunter) and 'ka-ke-u' (bronze-smith)."
ki-u-ro,0,0,0,0.9,"The lexicon entry for 'ki-u-ro' in Chadwick & Ventris (1973) identifies it as an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
ki-da-ro,0,0,0,0.85,"The lexicon entry suggests 'ki-da-ro' is likely an anthroponym, possibly related to the epithet of Demeter, 'Kidaria'. The word ends in '-o', which is a common thematic ending for nouns in Linear B, indicating a thematic noun in -o."
ki-du-ro,0,0,0,0.7,"The word 'ki-du-ro' is likely an anthroponym (person name). The ending '-ro' suggests a thematic noun in -o. Without further context or cognates, it's difficult to be certain, but anthroponyms are common in Linear B texts, and the -o ending is a frequent noun ending."
ki-ke-ro,0,0,0,1.0,"The lexicon entry states that 'ki-ke-ro' is an anthroponym (person name). The word ends in '-o', indicating a thematic noun in -o."
ki-ma-ta,0,0,1,0.9,"The lexicon entry states that 'ki-ma-ta' is an anthroponym. The word ends in '-a', which suggests it is a thematic noun in -a."
ki-mu-ko,0,0,0,0.9,"The lexicon entry 'anthroponym KN Dv' indicates that 'ki-mu-ko' is a person's name (anthroponym). The word ends in '-o', suggesting a thematic noun in -o."
ki-mu-ku,0,0,2,0.9,"The lexicon entry states that 'ki-mu-ku' is an anthroponym (person name). The ending '-ku' does not match the thematic -o or -a declensions. Therefore, it is classified as athematic."
ki-nu-qa,0,0,1,0.9,"The lexicon entry states that 'ki-nu-qa' is an anthroponym. The word ends in '-a', which suggests a thematic inflection in -a. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and with thematic inflection in -a (inflection = 1)."
ki-ra-*56-so,0,0,0,0.7,"The lexicon entry suggests this is an anthroponym. The ending -so suggests a thematic noun in -o. *56 is an unknown syllabogram, but the ending -so is indicative of a thematic -o declension."
ki-ri-ja-si,0,0,1,0.95,"The lexicon entry identifies 'ki-ri-ja-si' as an anthroponym (person name). The ending '-si' suggests a possible genitive or dative singular form of a noun in -a (thematic in -a). Given the lexicon information and the possible inflectional ending, it is classified as a thematic noun in -a."
ki-ri-jo-te,5,2,0,0.9,"The word 'ki-ri-jo-te' is identified in the lexicon as an adjective related to sheep. The suffix '-te' is an ablative suffix and should be ignored. Therefore, we classify 'ki-ri-jo' as an adjective. The ending '-o' suggests a thematic inflection in -o."
ki-ri-ne-to,0,0,0,0.9,The lexicon entry 'anthroponym KN Dv: OVIS KN Dv: tu-ni-ja' indicates that 'ki-ri-ne-to' is an anthroponym (person name). The ending '-to' suggests a thematic noun in -o.
ki-ri-ta-de,3,0,1,0.9,"The word 'ki-ri-ta-de' is identified as a toponym (place name) based on Chadwick & Ventris' lexicon entry. The suffix '-de' is an allative suffix, so we consider 'ki-ri-ta' for inflection. The ending '-a' suggests a thematic noun in -a."
ki-ri-te-wi-ja,5,0,1,0.9,"The word 'ki-ri-te-wi-ja' refers to a class of women, possibly with a religious function. Therefore, it is a common noun. The ending '-ja' suggests a thematic inflection in -a."
ki-ri-ti-jo-jo,3,0,0,0.9,"The word 'ki-ri-ti-jo-jo' is identified as a toponym (place name) based on the lexicon entry indicating it might be a month name, and the genitive singular ending '-ojo'. Month names are often derived from place names. The '-ojo' ending suggests a thematic noun in -o, genitive singular."
ki-ta-ne-to,0,0,0,0.9,"The lexicon entry 'anthroponym KN Am KN Da: su-ri-mo KN Da: OVIS' indicates that 'ki-ta-ne-to' is an anthroponym (person name). The word ends in '-to', which suggests a thematic noun in -o."
ki-zo,0,0,0,0.8,"The lexicon entry 'Chadwick & Ventris 1973: anthroponym?' suggests this is likely an anthroponym (person name). The word ends in '-o', which is a common ending for thematic nouns in -o."
ki-*18-i-so,0,0,0,0.9,The lexicon entry identifies 'ki-*18-i-so' as an anthroponym (person name). The ending '-o' suggests a thematic noun in -o.
ko-a-ta,0,0,1,0.95,The word 'ko-a-ta' is identified as an anthroponym based on the lexicon entry. The ending '-a' suggests it is a thematic noun in -a.
ko-o-ke-ne,0,0,0,0.95,"The word 'ko-o-ke-ne' is identified as an anthroponym (person name) based on the lexicon entry 'anthroponym cf. Κοιογένης'. The ending '-ne' suggests a thematic noun in -o (dative case), as the thematic dative singular can be -o, and the lexicon specifies that it is the dative of ko-o-ke-ne."
ko-u-ra,5,0,1,0.75,"The word 'ko-u-ra' is likely a common noun. The lexicon entries suggest it describes textiles or their makers. The ending '-a' suggests a thematic noun in -a, possibly nominative plural neuter or nominative singular feminine. Given the context of textiles, it's more likely a common noun than a name or place. The inflection is classified as 1 because of the -a ending."
ko-no-ni-pi,5,0,-1,0.6,"The word 'ko-no-ni-pi' is described as 'part of the decoration of a jug and a chair' and possibly related to 'cross-bars rods'. The suffix -pi should be ignored. The remaining part 'ko-no-ni' does not clearly match any known noun declension pattern. The lexicon entry suggests a possible connection to κανονίς, but notes that 'ko- for κα is suspect'. Given the uncertainty and the lack of a clear declension pattern, I classify it as a common word (5) and a noun (0), but I cannot determine the inflection class (-1) with certainty. The confidence is low due to the uncertain etymology and lack of clear inflectional ending."
ko-pi,0,0,0,0.95,"The word 'ko-pi' is identified as an anthroponym (person name) based on the lexicon entry. It ends in '-i', which can be considered a variant of the thematic -o declension (thematic in -o). Therefore, it's classified as a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
ko-pu-ra,0,0,1,0.7,The lexicon entry suggests 'ko-pu-ra' is an anthroponym. The ending '-a' suggests a thematic noun in -a.
ko-re-wo,0,0,0,0.85,"The lexicon entry 'anthroponym?' suggests this is a person's name. The word ends in '-o', indicating a thematic noun in -o."
ko-ri-a2-da-na,5,0,1,0.95,"The word 'ko-ri-a2-da-na' corresponds to 'coriander (seed)'. The ancient greek cognates are κορίανδρον, κορίαννα, κολίανδρον. The ending '-a' suggests that it is a thematic noun in -a. It is a common word."
ko-ro-du-wo,3,0,0,0.9,"The lexicon entry states that 'ko-ro-du-wo' is a toponym. The word ends in '-wo', which can be considered a variant of '-o' due to the syllabic nature of Linear B. Therefore, it is a thematic noun in -o."
ko-ro-ja-ne,0,0,2,0.75,"The word 'ko-ro-ja-ne' is likely an anthroponym. The ending '-ne' suggests an athematic inflection. There is no clear cognate, but based on similar Linear B names, it is likely a personal name. The athematic inflection is based on the variable ending, which does not fit the thematic -o or -a declensions."
ko-ro-ja-ta,0,0,1,0.95,The word 'ko-ro-ja-ta' is identified as an anthroponym (person name) based on the lexicon entry. The ending '-a' suggests that it is a thematic noun in -a.
ko-ro-ki-ja,4,2,1,0.95,"The word 'ko-ro-ki-ja' is identified as an ethnic adjective based on the lexicon entry 'feminine ethnic adjective'. The ending '-ja' suggests a thematic inflection in -a, similar to adjectives and nouns of the first declension in Ancient Greek. Therefore, it is classified as an adjective (part_of_speech = 2) with thematic inflection in -a (inflection = 1), and as an ethnonym (word_type = 4)."
ko-ro-sa-no,0,0,0,0.95,"The word 'ko-ro-sa-no' is identified as an anthroponym (person name) according to Chadwick & Ventris. The ending '-no' suggests a thematic noun in -o, aligning with common Mycenaean name formations. Therefore, it's classified as a noun (part_of_speech = 0) with thematic inflection in -o (inflection = 0)."
ko-ro-te-wi-jo,3,0,0,1.0,"The lexicon entry states that 'ko-ro-te-wi-jo' is a toponym. The word ends in '-jo', which is a variant of the thematic -o genitive suffix. Therefore, it is a thematic noun in -o."
ko-ro-tu-no,0,0,0,1.0,"The word 'ko-ro-tu-no' is identified as an anthroponym (person name) based on the lexicon entry. The word ends in '-o', indicating that it is a thematic noun in -o."
ko-ro-we-ja,-1,0,1,0.6,"The lexicon entry states that the meaning is obscure and compares it to 'ko-ru-we-ja'. The ending '-ja' suggests a thematic noun in -a. Without further context or cognates, it's difficult to determine the word type, but I classify it as a common noun based on the lack of evidence for other categories. The inflection is classified as thematic in -a due to the -ja ending."
ko-ro-ze-ka,0,0,1,0.95,"The lexicon entry states that 'ko-ro-ze-ka' is an anthroponym (person name). The ending '-ka' suggests a thematic inflection in -a, similar to other Linear B anthroponyms and nouns with this ending."
ko-ro-ta2,5,0,0,0.85,"The word 'ko-ro-ta2' is likely a common noun. Chadwick & Ventris suggest it could be the neuter plural of 'ko-ro-to' or mean 'tassels fringe', relating it to κροσσοί (krossoi). The ending '-ta2' could correspond to the thematic neuter plural ending '-a'. Therefore, it's classified as a common noun with thematic inflection in -o (since the singular form would be 'ko-ro-to')."
ko-ru-no,0,0,0,0.95,"The lexicon entry for 'ko-ru-no' in Chadwick & Ventris 1973 identifies it as an anthroponym. The word ends in '-o', suggesting it is a thematic noun in -o."
ko-ru-ta-ta,0,0,1,0.9,"The lexicon entry states that 'ko-ru-ta-ta' is an anthroponym. The word ends in '-ta', which corresponds to the thematic inflection in -a. Therefore, it's classified as an anthroponym (word_type = 0), a noun (part_of_speech = 0), and thematic in -a (inflection = 1)."
ko-ru-to,0,0,0,0.9,"The lexicon entry for 'ko-ru-to' in Chadwick & Ventris 1973 identifies it as an anthroponym. The word ends in '-o', suggesting a thematic noun in -o."
