Latinized Greek	 Greek
17675,skesestai	17675,σχησεσθαι
17676,skeseste	17676,σχησεσθε
17677,skesousi	17677,σχησουσι
17678,skesousin	17678,σχησουσιν
17679,skeso	17679,σχησω
17680,skeo	17680,σχηω
17681,skiza	17681,σχιζα
17682,skize	17682,σχιζη
17683,skisko	17683,σχισκω
17684,skoiat	17684,σχοιατ
17685,skoinos	17685,σχοινος
17686,skomene	17686,σχομενη
17687,skomenos	17687,σχομενος
17688,skontai	17688,σχωνται
17689,sozo	17689,σωζω
17690,sokos	17690,σωκος
17691,soma	17691,σωμα
17692,somata	17692,σωματα
17693,somati	17693,σωματι
17694,somatos	17694,σωματος
17695,soontes	17695,σωοντες
17696,sos	17696,σως
17697,soo	17697,σωω
17698,ta	17698,τα
17699,tad	17699,ταδ
17700,tade	17700,ταδε
17701,tate	17701,ταθη
17702,tai	17702,ται
17703,tais	17703,ταις
17704,taraerkos	17704,ταλαεργος
17705,taran	17705,ταλαν
17706,taranton	17706,ταλαντον
17707,tara*eirios	17707,ταλαπειριος
17708,tara*entes	17708,ταλαπενθης
17709,tararoisi	17709,ταλαροισι
17710,tararoisin	17710,ταλαροισιν
17711,tararos	17711,ταλαρος
17712,taraszo	17712,ταλασζω
17713,tarasiprona	17713,ταλασιφρονα
17714,tarasipronos	17714,ταλασιφρονος
17715,tarasipron	17715,ταλασιφρων
17716,taraso	17716,ταλασω
17717,taraurinos	17717,ταλαυρινος
17718,taraprona	17718,ταλαφρονα
17719,tame	17719,ταμε
17720,tameein	17720,ταμεειν
17721,tamestai	17721,ταμεσθαι
17722,tamesikroa	17722,ταμεσιχροα
17723,tamesikroos	17723,ταμεσιχροος
17724,tamesikros	17724,ταμεσιχρως
17725,tameo	17725,ταμεω
17726,tame	17726,ταμη
17727,tamesi	17727,ταμησι
17728,tamete	17728,ταμητε
17729,tamia	17729,ταμια
17730,tamios	17730,ταμιος
17731,tamne	17731,ταμνε
17732,tamnen	17732,ταμνεν
17733,tamnemi	17733,ταμνημι
17734,tamnomene	17734,ταμνομενη
17735,tamnomenous	17735,ταμνομενους
17736,tamnon	17736,ταμνον
17737,tamnont	17737,ταμνοντ
17738,tamno	17738,ταμνω
17739,tamnon	17739,ταμνων
17740,tamon	17740,ταμον
17741,tamont	17741,ταμονθ
17742,tamontes	17742,ταμοντες
17743,tamo	17743,ταμω
17744,tamon	17744,ταμων
17745,tanaekei	17745,ταναηκει
17746,tanaekes	17746,ταναηκης
17747,tanaos	17747,ταναος
17748,tanau*odos	17748,ταναυποδος
17749,tanerekeos	17749,τανηλεγεος
17750,tanerekes	17750,τανηλεγης
17751,tanukrossos	17751,τανυγλωσσος
17752,tanukrokines	17752,τανυγλωχινες
17753,tanuekes	17753,τανυηκες
17754,tanuekes	17754,τανυηκης
17755,tanumi	17755,τανυμι
17756,tanu*e*ros	17756,τανυπεπλος
17757,tanu*e*ro	17757,τανυπεπλω
17758,tanu*terukessi	17758,τανυπτερυγεσσι
17759,tanu*teruks	17759,τανυπτερυξ
17760,tanuse	17760,τανυσε
17761,tanusen	17761,τανυσεν
17762,tanuszo	17762,τανυσζω
17763,tanusteis	17763,τανυσθεις
17764,tanusten	17764,τανυσθεν
17765,tanusi*teros	17765,τανυσιπτερος
17766,tanussamenos	17766,τανυσσαμενος
17767,tanussan	17767,τανυσσαν
17768,tanusse	17768,τανυσσε
17769,tanusseien	17769,τανυσσειεν
17770,tanustus	17770,τανυστυς
17771,tanuso	17771,τανυσω
17772,tanuproion	17772,τανυφλοιον
17773,tanupurros	17773,τανυφυλλος
17774,tanupurrou	17774,τανυφυλλου
17775,tanuo	17775,τανυω
17776,ta*e	17776,ταπη
17777,ta*es	17777,ταπης
17778,ta*esi	17778,ταπησι
17779,ta*et	17779,ταπητ
17780,ta*etes	17780,ταπητης
17781,tarazo	17781,ταραζω
17782,tarasso	17782,ταρασσω
17783,tarqei	17783,ταρβει
17784,tarqeo	17784,ταρβεω
17785,tarqezo	17785,ταρβηζω
17786,tarqesan	17786,ταρβησαν
17787,tarqesante	17787,ταρβησαντε
17788,tarqesas	17788,ταρβησας
17789,tarqesen	17789,ταρβησεν
17790,tarqeo	17790,ταρβηω
17791,tarqos	17791,ταρβος
17792,tarqosune	17792,ταρβοσυνη
17793,tarqo	17793,ταρβω
17794,tar*aino	17794,ταρπαινω
17795,tar*emen	17795,ταρπημεν
17796,tar*emenai	17796,ταρπημεναι
17797,tar*esan	17797,ταρπησαν
17798,tar*to	17798,ταρπτω
17799,tar*ometa	17799,ταρπωμεθα
17800,tarsos	17800,ταρσος
17801,tarpe	17801,ταρφε
17802,tarpea	17802,ταρφεα
17803,tarpeas	17803,ταρφεας
17804,tarpees	17804,ταρφεες
17805,tarpeie	17805,ταρφειη
17806,tarpeios	17806,ταρφειος
17807,tarpten	17807,ταρφθεν
17808,tarpos	17808,ταρφος
17809,tarpus	17809,ταρφυς
17810,tarpo	17810,ταρφω
17811,tarkuso	17811,ταρχυσω
17812,tarkuo	17812,ταρχυω
17813,tas	17813,τας
17814,taut	17814,ταυθ
17815,taureia	17815,ταυρεια
17816,taureie	17816,ταυρειη
17817,taureien	17817,ταυρειην
17818,tauroio	17818,ταυροιο
17819,tauroisi	17819,ταυροισι
17820,tauros	17820,ταυρος
17821,tauron	17821,ταυρων
17822,taut	17822,ταυτ
17823,tauta	17823,ταυτα
17824,tauten	17824,ταυτην
17825,tautes	17825,ταυτης
17826,tapeion	17826,ταφηιον
17827,tapeios	17827,ταφηιος
17828,tapos	17828,ταφος
17829,tapros	17829,ταφρος
17830,tapon	17830,ταφων
17831,tak	17831,ταχ
17832,taka	17832,ταχα
17833,take	17833,ταχε
17834,takeas	17834,ταχεας
17835,takees	17835,ταχεες
17836,takeessi	17836,ταχεεσσι
17837,takeies	17837,ταχειης
17838,takeos	17838,ταχεως
17839,takist	17839,ταχιστ
17840,takista	17840,ταχιστα
17841,takistos	17841,ταχιστος
17842,takos	17842,ταχος
17843,taku*oros	17843,ταχυπωλος
17844,taku*oron	17844,ταχυπωλων
17845,takus	17845,ταχυς
17846,takutes	17846,ταχυτης
17847,taon	17847,ταων
17848,te	17848,τε
17849,teamo	17849,τεαμω
17850,tekeos	17850,τεγεος
17851,tekos	17851,τεγος
17852,teeko	17852,τεεκω
17853,tetara	17853,τεθαλα
17854,tetarisko	17854,τεθαλισκω
17855,tetaruia	17855,τεθαλυια
17856,tetaro	17856,τεθαλω
17857,tetarsekasi	17857,τεθαρσηκασι
17858,teterei	17858,τεθηλει
17859,teteros	17859,τεθηλως
17860,tete*a	17860,τεθηπα
17861,tete*en	17861,τεθηπεν
17862,tete*otes	17862,τεθηποτες
17863,tete*otes	17863,τεθηποτης
17864,tetnati	17864,τεθναθι
17865,tetnaie	17865,τεθναιη
17866,tetnaien	17866,τεθναιην
17867,tetnaies	17867,τεθναιης
17868,tetnamen	17868,τεθναμεν
17869,tetnamenai	17869,τεθναμεναι
17870,tetnasi	17870,τεθνασι
17871,tetnato	17871,τεθνατω
17872,tetneoti	17872,τεθνεωτι
17873,tetneka	17873,τεθνηκα
17874,tetneke	17874,τεθνηκε
17875,tetneota	17875,τεθνηοτα
17876,tetneotas	17876,τεθνηοτας
17877,tetneotos	17877,τεθνηοτος
17878,tetneos	17878,τεθνηως
17879,tetneota	17879,τεθνηωτα
17880,tetneoton	17880,τεθνηωτων
17881,tetuomenon	17881,τεθυωμενον
17882,tein	17882,τειν
17883,teino	17883,τεινω
17884,teiret	17884,τειρεθ
17885,teiremi	17885,τειρεμι
17886,teiromenoi	17886,τειρομενοι
17887,teiromenoio	17887,τειρομενοιο
17888,teiromenois	17888,τειρομενοις
17889,teiromenon	17889,τειρομενον
17890,teiromenous	17890,τειρομενους
17891,teiront	17891,τειροντ
17892,teiros	17892,τειρος
17893,teirous	17893,τειρουσ
17894,teiro	17894,τειρω
17895,teikas	17895,τειχας
17896,teike	17896,τειχε
17897,teikea	17897,τειχεα
17898,teikei	17898,τειχει
17899,teikeos	17899,τειχεος
17900,teikesi*retes	17900,τειχεσιπλητης
17901,teikizo	17901,τειχιζω
17902,teikioeis	17902,τειχιοεις
17903,teikion	17903,τειχιον
17904,teikos	17904,τειχος
17905,teio	17905,τειω
17906,tek	17906,τεκ
17907,teke	17907,τεκε
17908,tekeein	17908,τεκεειν
17909,tekeessi	17909,τεκεεσσι
17910,tekeessin	17910,τεκεεσσιν
17911,teket	17911,τεκεθ
17912,tekei	17912,τεκει
17913,teken	17913,τεκεν
17914,tekes	17914,τεκες
17915,tekestai	17915,τεκεσθαι
17916,tekessin	17916,τεκεσσιν
17917,teket	17917,τεκετ
17918,teketo	17918,τεκετο
17919,tekeon	17919,τεκεων
17920,tekisko	17920,τεκισκω
17921,tekmairomai	17921,τεκμαιρομαι
17922,tekmairo	17922,τεκμαιρω
17923,tekmar	17923,τεκμαρ
17924,tekmeranto	17924,τεκμηραντο
17925,tekmor	17925,τεκμωρ
17926,teknon	17926,τεκνον
17927,tekno	17927,τεκνω
17928,tekoi	17928,τεκοι
17929,tekomen	17929,τεκομεν
17930,tekomesta	17930,τεκομεσθα
17931,tekon	17931,τεκον
17932,tekos	17932,τεκος
17933,tekousa	17933,τεκουσα
17934,tektenaito	17934,τεκτηναιτο
17935,tektenomai	17935,τεκτηνομαι
17936,tektosune	17936,τεκτοσυνη
17937,tekton	17937,τεκτων
17938,teko	17938,τεκω
17939,teramon	17939,τελαμων
17940,teramoniades	17940,τελαμωνιαδης
17941,tereessi	17941,τελεεσσι
17942,terezo	17942,τελεζω
17943,tereto	17943,τελεθω
17944,tereietai	17944,τελειεται
17945,tereiko	17945,τελεικω
17946,tereiotatos	17946,τελειοτατος
17947,tereio	17947,τελειω
17948,tereion	17948,τελειων
17949,tereos	17949,τελεος
17950,teresei	17950,τελεσει
17951,tereseias	17951,τελεσειας
17952,tereseien	17952,τελεσειεν
17953,tereson	17953,τελεσον
17954,teresso	17954,τελεσσω
17955,teresporos	17955,τελεσφορος
17956,tereso	17956,τελεσω
17957,tereuta	17957,τελευτα
17958,tereutao	17958,τελευταω
17959,tereuteo	17959,τελευτεω
17960,tereute	17960,τελευτη
17961,tereutezo	17961,τελευτηζω
17962,tereutesan	17962,τελευτησαν
17963,tereutesen	17963,τελευτησεν
17964,tereuteo	17964,τελευτηω
17965,tereo	17965,τελεω
17966,tereeis	17966,τεληεις
17967,tereessas	17967,τεληεσσας
17968,terro	17968,τελλω
17969,teros	17969,τελος
17970,terson	17970,τελσον
17971,tersos	17971,τελσος
17972,temenos	17972,τεμενος
17973,temno	17973,τεμνω
17974,temo	17974,τεμω
17975,tenedos	17975,τενεδος
17976,tenuo	17976,τενυω
17977,tenon	17977,τενων
17978,teo	17978,τεο
17979,teos	17979,τεος
17980,teraess	17980,τεραεσς
17981,teraessi	17981,τεραεσσι
17982,teraos	17982,τεραος
17983,tera*o	17983,τεραπω
17984,teras	17984,τερας
17985,teraon	17985,τεραων
17986,teretron	17986,τερετρον
17987,teren	17987,τερην
17988,terto	17988,τερθω
17989,term	17989,τερμ
17990,terma	17990,τερμα
17991,termat	17991,τερμαθ
17992,termat	17992,τερματ
17993,termioeis	17993,τερμιοεις
17994,ter*esten	17994,τερπεσθην
17995,ter*esto	17995,τερπεσθω
17996,ter*et	17996,τερπετ
17997,ter*eo	17997,τερπεω
17998,ter*ikeraunos	17998,τερπικεραυνος
17999,ter*ikerauno	17999,τερπικεραυνω
18000,ter*omene	18000,τερπομενη
18001,ter*omenoi	18001,τερπομενοι
18002,ter*omenoisi	18002,τερπομενοισι
18003,ter*omenoisin	18003,τερπομενοισιν
18004,ter*omenon	18004,τερπομενον
18005,ter*ont	18005,τερποντ
18006,ter*o	18006,τερπω
18007,ter*ores	18007,τερπωλης
18008,ter*ometa	18008,τερπωμεθα
18009,tersene	18009,τερσηνε
18010,terseo	18010,τερσηω
18011,tersomai	18011,τερσομαι
18012,terssomai	18012,τερσσομαι
18013,terpito	18013,τερφιθω
18014,terpo	18014,τερφω
18015,terpsamenos	18015,τερψαμενος
18016,terpsimqrotou	18016,τερψιμβροτου
18017,tessar	18017,τεσσαρ
18018,tessaraqoios	18018,τεσσαραβοιος
18019,tessarakonta	18019,τεσσαρακοντα
18020,tessares	18020,τεσσαρες
18021,tesso	18021,τεσσω
18022,tetakon	18022,τεταγων
18023,tetarto	18023,τεταλτο
18024,tetanto	18024,τεταντο
18025,tetanustai	18025,τετανυσται
18026,tetanusto	18026,τετανυστο
18027,tetar*eto	18027,τεταρπετο
18028,tetar*omenoi	18028,τεταρπομενοι
18029,tetar*omenos	18029,τεταρπομενος
18030,tetar*ono	18030,τεταρπονω
18031,tetar*omesta	18031,τεταρπωμεσθα
18032,tetarte	18032,τεταρτη
18033,tetartos	18033,τεταρτος
18034,tetarto	18034,τεταρτω
18035,tetarton	18035,τεταρτων
18036,tetasten	18036,τετασθην
18037,tetato	18037,τετατο
18038,teteresto	18038,τετελεστο
18039,teteukestai	18039,τετευχησθαι
18040,teteukos	18040,τετευχως
18041,teteka	18041,τετηκα
18042,tetiemai	18042,τετιημαι
18043,tetiemenai	18043,τετιημεναι
18044,tetiemenos	18044,τετιημενος
18045,tetieotes	18045,τετιηοτες
18046,tetieoti	18046,τετιηοτι
18047,tetimenon	18047,τετιμενον
18048,tetimenos	18048,τετιμενος
18049,tetimemesta	18049,τετιμημεσθα
18050,tetimetai	18050,τετιμηται
18051,tetiomei	18051,τετιομηι
18052,tetrati	18052,τετλαθι
18053,tetraie	18053,τετλαιη
18054,tetraino	18054,τετλαινω
18055,tetramen	18055,τετλαμεν
18056,tetramenai	18056,τετλαμεναι
18057,tetreka	18057,τετληκα
18058,tetrekas	18058,τετληκας
18059,tetreotes	18059,τετληοτες
18060,tetreuia	18060,τετληυια
18061,tetmen	18061,τετμεν
18062,tetme	18062,τετμη
18063,tetmon	18063,τετμον
18064,tetrakuos	18064,τετραγυος
18065,tetraterumnos	18065,τετραθελυμνος
18066,tetrakis	18066,τετρακις
18067,tetrakukros	18067,τετρακυκλος
18068,tetraoros	18068,τετραορος
18069,tetra*roos	18069,τετραπλοος
18070,tetra*to	18070,τετραπτο
18071,tetratos	18071,τετρατος
18072,tetrapat	18072,τετραφαθ
18073,tetrapareros	18073,τετραφαληρος
18074,tetraparos	18074,τετραφαλος
18075,tetrapto	18075,τετραφθω
18076,tetrakta	18076,τετραχθα
18077,tetrena	18077,τετρηνα
18078,tetrene	18078,τετρηνε
18079,tetrenen	18079,τετρηνεν
18080,tetrekei	18080,τετρηχει
18081,tetrekuia	18081,τετρηχυια
18082,tetrikisko	18082,τετριγισκω
18083,tetrikuia	18083,τετριγυια
18084,tetropen	18084,τετροφεν
18085,tetta	18085,τεττα
18086,tettikessin	18086,τεττιγεσσιν
18087,tetukmena	18087,τετυγμενα
18088,tetukmenon	18088,τετυγμενον
18089,tetukmenos	18089,τετυγμενος
18090,tetukmen	18090,τετυγμην
18091,tetukein	18091,τετυκειν
18092,tetukestai	18092,τετυκεσθαι
18093,tetukmai	18093,τετυκμαι
18094,tetukoimeta	18094,τετυκοιμεθα
18095,tetukonto	18095,τετυκοντο
18096,tetuktai	18096,τετυκται
18097,tetukto	18097,τετυκτο
18098,tetummeno	18098,τετυμμενω
18099,tetuksai	18099,τετυξαι
18100,tetukso	18100,τετυξο
18101,tetukekos	18101,τετυχηκως
18102,tetukto	18102,τετυχθω
18103,tetparto	18103,τετφαρτω
18104,teuko	18104,τευγω
18105,teuzo	18105,τευζω
18106,teukros	18106,τευκρος
18107,teuko	18107,τευκω
18108,teuks	18108,τευξ
18109,teuksousi	18109,τευξουσι
18110,teusko	18110,τευσκω
18111,teusso	18111,τευσσω
18112,teukas	18112,τευχας
18113,teuke	18113,τευχε
18114,teukea	18114,τευχεα
18115,teukeon	18115,τευχεον
18116,teukes	18116,τευχες
18117,teukesi	18117,τευχεσι
18118,teukesin	18118,τευχεσιν
18119,teukessi	18119,τευχεσσι
18120,teukos	18120,τευχος
18121,teukouse	18121,τευχουση
18122,teuko	18122,τευχω
18123,tepra	18123,τεφρα
18124,teknaomai	18124,τεχναομαι
18125,tekneo	18125,τεχνεω
18126,tekne	18126,τεχνη
18127,tekneeis	18127,τεχνηεις
18128,tekneentos	18128,τεχνηεντως
18129,teknesomai	18129,τεχνησομαι
18130,tekneo	18130,τεχνηω
18131,teko	18131,τεχω
18132,teon	18132,τεων
18133,teos	18133,τεως
18134,ted	18134,τηδ
18135,tetea	18135,τηθεα
18136,tekano	18136,τηκανω
18137,tekedon	18137,τηκεδων
18138,teko	18138,τηκω
18139,ter	18139,τηλ
18140,tere	18140,τηλε
18141,tereda*aon	18141,τηλεδαπαων
18142,tereda*os	18142,τηλεδαπος
18143,tereda*o	18143,τηλεδαπω
18144,teretaos	18144,τηλεθαος
18145,teretao	18145,τηλεθαω
18146,teretoon	18146,τηλεθοων
18147,teretoosa	18147,τηλεθοωσα
18148,teretoosai	18148,τηλεθοωσαι
18149,teretoosan	18149,τηλεθοωσαν
18150,terekreitoi	18150,τηλεκλειτοι
18151,terekreitos	18151,τηλεκλειτος
18152,terekrutos	18152,τηλεκλυτος
18153,teremakos	18153,τηλεμαχος
18154,terepanes	18154,τηλεφανης
18155,terikos	18155,τηλικος
18156,terot	18156,τηλοθ
18157,teroten	18157,τηλοθεν
18158,teroti	18158,τηλοθι
18159,terose	18159,τηλοσε
18160,terotato	18160,τηλοτατω
18161,terou	18161,τηλου
18162,teruketes	18162,τηλυγετης
18163,teruketos	18163,τηλυγετος
18164,teruketo	18164,τηλυγετω
18165,temos	18165,τημος
18166,ten	18166,την
18167,tend	18167,τηνδ
18168,tende	18168,τηνδε
18169,teos	18169,τηος
18170,tes	18170,της
18171,tesin	18171,τησιν
18172,teusios	18172,τηυσιος
18173,ti	18173,τι
18174,tianiemi	18174,τιανιημι
18175,tikkomai	18175,τιγκομαι
18176,tidamemi	18176,τιδαμημι
18177,tidomai	18177,τιδομαι
18178,tiemen	18178,τιεμεν
18179,tie*itemi	18179,τιεπιθημι
18180,ties	18180,τιες
18181,tiesko	18181,τιεσκω
18182,tiet	18182,τιετ
18183,tiepemi	18183,τιεφημι
18184,tie	18184,τιη
18185,ties	18185,τιης
18186,titaiqosso	18186,τιθαιβωσσω
18187,titeinemi	18187,τιθεινημι
18188,titemai	18188,τιθεμαι
18189,titemesta	18189,τιθεμεσθα
18190,titentes	18190,τιθεντες
18191,titesan	18191,τιθεσαν
18192,titeda	18192,τιθηδα
18193,titemi	18193,τιθημι
18194,titena	18194,τιθηνα
18195,titene	18195,τιθηνη
18196,titeo	18196,τιθηω
18197,tito	18197,τιθω
18198,titonos	18198,τιθωνος
18199,tikte	18199,τικτε
18200,tikto	18200,τικτω
18201,tirresten	18201,τιλλεσθην
18202,tirronto	18202,τιλλοντο
18203,tirro	18203,τιλλω
18204,timao	18204,τιμαω
18205,timetemi	18205,τιμεθημι
18206,timeo	18206,τιμεω
18207,time	18207,τιμη
18208,timeeis	18208,τιμηεις
18209,timeen	18209,τιμηεν
18210,timeestaton	18210,τιμηεστατον
18211,timezo	18211,τιμηζω
18212,timees	18212,τιμηης
18213,timemi	18213,τιμημι
18214,timesas	18214,τιμησας
18215,timese	18215,τιμηση
18216,timeses	18216,τιμησης
18217,timesomen	18217,τιμησομεν
18218,timeson	18218,τιμησον
18219,timesousi	18219,τιμησουσι
18220,timeo	18220,τιμηω
18221,timikemi	18221,τιμιγημι
18222,timios	18222,τιμιος
18223,tin	18223,τιν
18224,tina	18224,τινα
18225,tinazo	18225,τιναζω
18226,tinakse	18226,τιναξε
18227,tinaksnaomai	18227,τιναξναομαι
18228,tinas	18228,τινας
18229,tinasse	18229,τινασσε
18230,tinasso	18230,τινασσω
18231,tine	18231,τινε
18232,tinumenos	18232,τινυμενος
18233,tinumi	18233,τινυμι
18234,tinuston	18234,τινυσθον
18235,tino	18235,τινω
18236,tiomai	18236,τιομαι
18237,tios	18237,τιος
18238,ti*eritemi	18238,τιπεριθημι
18239,ti*t	18239,τιπτ
18240,ti*te	18240,τιπτε
18241,tiraimi	18241,τιραιμι
18242,tis	18242,τις
18243,tisis	18243,τισις
18244,tisous	18244,τισουσ
18245,tistis	18245,τιστις
18246,tiso	18246,τισω
18247,titainomenos	18247,τιταινομενος
18248,titainomeno	18248,τιταινομενω
18249,titaino	18249,τιταινω
18250,titan	18250,τιταν
18251,titemi	18251,τιτημι
18252,titenes	18252,τιτηνες
18253,titrosko	18253,τιτρωσκω
18254,tituskomai	18254,τιτυσκομαι
18255,tituskomenai	18255,τιτυσκομεναι
18256,tituskomenoi	18256,τιτυσκομενοι
18257,tituskomenos	18257,τιτυσκομενος
18258,tituskomenon	18258,τιτυσκομενων
18259,tiuno	18259,τιυνω
18260,tipt	18260,τιφθ
18261,tio	18261,τιω
18262,tios	18262,τιωσ
18263,traie	18263,τλαιη
18264,traies	18264,τλαιης
18265,trao	18265,τλαω
18266,treto	18266,τληθω
18267,tremi	18267,τλημι
18268,tremon	18268,τλημων
18269,tresko	18269,τλησκω
18270,tresom	18270,τλησομ
18271,trete	18271,τλητε
18272,tretos	18272,τλητος
18273,treo	18273,τληω
18274,tmaken	18274,τμαγεν
18275,tmeden	18275,τμηδην
18276,tmesso	18276,τμησσω
18277,to	18277,το
18278,tod	18278,τοδ
18279,tode	18279,τοδε
18280,todes	18280,τοδες
18281,tot	18281,τοθ
18282,tota	18282,τοθα
18283,toti	18283,τοθι
18284,toi	18284,τοι
18285,toiad	18285,τοιαδ
18286,toiaide	18286,τοιαιδε
18287,toiauta	18287,τοιαυτα
18288,toikar	18288,τοιγαρ
18289,toie	18289,τοιη
18290,toied	18290,τοιηδ
18291,toien	18291,τοιην
18292,toiin	18292,τοιιν
18293,toio	18293,τοιο
18294,toioi	18294,τοιοι
18295,toion	18295,τοιον
18296,toiond	18296,τοιονδ
18297,toios	18297,τοιος
18298,toiosde	18298,τοιοσδε
18299,toiote	18299,τοιοτε
18300,toiou	18300,τοιου
18301,toioud	18301,τοιουδ
18302,toious	18302,τοιους
18303,toiouton	18303,τοιουτων
18304,toisdesi	18304,τοισδεσι
18305,toisdessi	18305,τοισδεσσι
18306,toisdessin	18306,τοισδεσσιν
18307,toisin	18307,τοισιν
18308,toik	18308,τοιχ
18309,toikos	18309,τοιχος
18310,toikous	18310,τοιχους
18311,toio	18311,τοιω
18312,toiod	18312,τοιωδ
18313,tokas	18313,τοκας
18314,tokeus	18314,τοκευς
18315,tokeon	18315,τοκεων
18316,toke	18316,τοκη
18317,tokee	18317,τοκηε
18318,tokos	18318,τοκος
18319,tormao	18319,τολμαω
18320,tormeo	18320,τολμεω
18321,tormeeis	18321,τολμηεις
18322,tormeseis	18322,τολμησεις
18323,tormesen	18323,τολμησεν
18324,tormon	18324,τολμων
18325,toru*eusa	18325,τολυπευσα
18326,toru*euse	18326,τολυπευσε
18327,toru*eusen	18327,τολυπευσεν
18328,toru*euo	18328,τολυπευω
18329,tome	18329,τομη
18330,ton	18330,τον
18331,tond	18331,τονδ
18332,tonde	18332,τονδε
18333,toks	18333,τοξ
18334,toksazoiato	18334,τοξαζοιατο
18335,toksazomai	18335,τοξαζομαι
18336,toksazo	18336,τοξαζω
18337,toksassato	18337,τοξασσατο
18338,tokseutes	18338,τοξευτης
18339,tokseuo	18339,τοξευω
18340,toksoisin	18340,τοξοισιν
18341,tokson	18341,τοξον
18342,toksosune	18342,τοξοσυνη
18343,toksoton	18343,τοξοτον
18344,toksoporos	18344,τοξοφορος
18345,tokss	18345,τοξς
18346,tornosanto	18346,τορνωσαντο
18347,tornosetai	18347,τορνωσεται
18348,tos	18348,τος
18349,tos	18349,τοσ
18350,tosa	18350,τοσα
18351,tosakis	18351,τοσακις
18352,tosde	18352,τοσδε
18353,tosos	18353,τοσος
18354,tososde	18354,τοσοσδε
18355,tosoutos	18355,τοσουτος
18356,toss	18356,τοσσ
18357,tossad	18357,τοσσαδ
18358,tossade	18358,τοσσαδε
18359,tossaut	18359,τοσσαυτ
18360,tossesd	18360,τοσσησδ
18361,tossoid	18361,τοσσοιδ
18362,tossos	18362,τοσσος
18363,tossosde	18363,τοσσοσδε
18364,tossousd	18364,τοσσουσδ
18365,tossouton	18365,τοσσουτον
18366,tot	18366,τοτ
18367,tote	18367,τοτε
18368,tout	18368,τουθ
18369,tounek	18369,τουνεκ
18370,touneka	18370,τουνεκα
18371,tous	18371,τους
18372,tousd	18372,τουσδ
18373,tousde	18373,τουσδε
18374,tout	18374,τουτ
18375,touto	18375,τουτο
18376,toutoisi	18376,τουτοισι
18377,toutou	18377,τουτου
18378,touto	18378,τουτω
18379,touton	18379,τουτων
18380,topr	18380,τοφρ
18381,topra	18381,τοφρα
18382,trakos	18382,τραγος
18383,trak*ano	18383,τραγπανω
18384,traepo	18384,τραεφω
18385,tra*e	18385,τραπε
18386,tra*eza	18386,τραπεζα
18387,tra*ezeus	18387,τραπεζευς
18388,tra*eze	18388,τραπεζη
18389,tra*et	18389,τραπεθ
18390,tra*eiomen	18390,τραπειομεν
18391,tra*eousi	18391,τραπεουσι
18392,tra*eto	18392,τραπετο
18393,tra*omai	18393,τραπομαι
18394,tra*ontai	18394,τραπωνται
18395,trap	18395,τραφ
18396,trapemen	18396,τραφεμεν
18397,trapen	18397,τραφεν
18398,traperen	18398,τραφερην
18399,traperos	18399,τραφερος
18400,trapetnumi	18400,τραφετνυμι
18401,trape	18401,τραφη
18402,traptenai	18402,τραφθηναι
18403,trakis	18403,τραχις
18404,trakus	18404,τραχυς
18405,treis	18405,τρεις
18406,treiskaideka	18406,τρεισκαιδεκα
18407,treit	18407,τρειτ
18408,tremo	18408,τρεμω
18409,tre*o	18409,τρεπω
18410,tressan	18410,τρεσσαν
18411,tressanton	18411,τρεσσαντων
18412,tresso	18412,τρεσσω
18413,trepo	18413,τρεφω
18414,treko	18414,τρεχω
18415,treo	18415,τρεω
18416,treron	18416,τρηρων
18417,trerones	18417,τρηρωνες
18418,tretos	18418,τρητος
18419,trekeios	18419,τρηχειος
18420,trekus	18420,τρηχυς
18421,triaina	18421,τριαινα
18422,triqemenai	18422,τριβεμεναι
18423,triqo	18423,τριβω
18424,trikrenos	18424,τριγληνος
18425,trikrokis	18425,τριγλωχις
18426,tries	18426,τριες
18427,trietes	18427,τριετες
18428,trietes	18428,τριετης
18429,trietron	18429,τριετρον
18430,trizo	18430,τριζω
18431,triekonta	18431,τριηκοντα
18432,triekosi	18432,τριηκοσι
18433,triekosioi	18433,τριηκοσιοι
18434,triekosioisin	18434,τριηκοσιοισιν
18435,trirristos	18435,τριλλιστος
18436,tri*raks	18436,τριπλαξ
18437,tri*roos	18437,τριπλοος
18438,tri*od	18438,τριποδ
18439,tri*odas	18439,τριποδας
18440,tri*odes	18440,τριποδες
18441,tri*oros	18441,τριπολος
18442,tri*os	18442,τριπος
18443,tri*ous	18443,τριπους
18444,tri*tukos	18444,τριπτυχος
18445,tri*to	18445,τριπτω
18446,tris	18446,τρις
18447,triskaideka	18447,τρισκαιδεκα
18448,triskaidekatos	18448,τρισκαιδεκατος
18449,tristoiki	18449,τριστοιχι
18450,tristoikos	18450,τριστοιχος
18451,triskirioi	18451,τρισχιλιοι
18452,tritate	18452,τριτατη
18453,tritaten	18453,τριτατην
18454,tritatos	18454,τριτατος
18455,tritato	18455,τριτατω
18456,tritos	18456,τριτος
18457,triton	18457,τριτων
18458,trika	18458,τριχα
18459,trikaikes	18459,τριχαικες
18460,trikta	18460,τριχθα
18461,troia	18461,τροια
18462,troiaten	18462,τροιαθεν
18463,tromeoiato	18463,τρομεοιατο
18464,tromeo	18464,τρομεω
18465,tromos	18465,τρομος
18466,tro*ai	18466,τροπαι
18467,tro*eon	18467,τροπεον
18468,tro*io	18468,τροπιο
